scope,comparison,metric,point_estimate,ci95_low,ci95_high,replicates,seed
ctid,MB-A,ndcg5,-0.05593407735952148,-0.09672976687986631,-0.01389502512031196,2000,20260807
ctid,MB-A,hit5,-0.12047896036302141,-0.20893397163477256,-0.03574186286383869,2000,20260807
ctid,MB-A,precision5,-0.03240816961308583,-0.05485482666595643,-0.010729019211075667,2000,20260807
ctid,MB-A,recall5,-0.058534903377511514,-0.10022987027233816,-0.018982466159885508,2000,20260807
ctid,MB-A0,ndcg5,-0.0754661367091934,-0.1407029545381503,-0.007986495633569238,2000,20260807
ctid,MB-A0,hit5,-0.1614707931203742,-0.3259510521646453,0.0005682918524598055,2000,20260807
ctid,MB-A0,precision5,-0.05382234085231059,-0.09884447401352577,-0.010001874814725012,2000,20260807
ctid,MB-A0,recall5,-0.10164845867861294,-0.1850592537989321,-0.019949481074481093,2000,20260807
ctid,MB-K,ndcg5,-0.04503620210646298,-0.09741742833541768,0.004608556867584196,2000,20260807
ctid,MB-K,hit5,-0.06791425859845066,-0.1773402377569098,0.04176729667326061,2000,20260807
ctid,MB-K,precision5,-0.021421848756461588,-0.04873445916099271,0.005044527986633233,2000,20260807
ctid,MB-K,recall5,-0.03335372355575168,-0.08545793335561365,0.016890446267913344,2000,20260807
attack_flow,MB-A,ndcg5,-0.057368770472812004,-0.09195559133853398,-0.026472611697574172,2000,20260807
attack_flow,MB-A,hit5,-0.11039508110936681,-0.1757344758416187,-0.04714437249258696,2000,20260807
attack_flow,MB-A,precision5,-0.03193564372135801,-0.049801244588744596,-0.01504446307660594,2000,20260807
attack_flow,MB-A,recall5,-0.07456617456617456,-0.11285017726982012,-0.03725892758035621,2000,20260807
attack_flow,MB-A0,ndcg5,-0.07058554512070771,-0.10934523155690745,-0.032488784984040155,2000,20260807
attack_flow,MB-A0,hit5,-0.11201116343973487,-0.1798147348683063,-0.039608636403279364,2000,20260807
attack_flow,MB-A0,precision5,-0.03554910962053819,-0.05550620213120214,-0.01589222840651414,2000,20260807
attack_flow,MB-A0,recall5,-0.07650698507841365,-0.11621103301460443,-0.03685879794808371,2000,20260807
attack_flow,MB-K,ndcg5,-0.04454118626996428,-0.07737678936111893,-0.013104846393416178,2000,20260807
attack_flow,MB-K,hit5,-0.07624613481756339,-0.139305457439386,-0.010092944753659062,2000,20260807
attack_flow,MB-K,precision5,-0.02062890284318856,-0.037941269841269845,-0.0037941806209663403,2000,20260807
attack_flow,MB-K,recall5,-0.048767713767713765,-0.08491902277616563,-0.01043533087283089,2000,20260807
stockpile,MB-A,ndcg5,0.06975915136608235,-0.04081946904169549,0.18585107153497196,2000,20260807
stockpile,MB-A,hit5,0.10218639385306051,-0.07192140421307087,0.27402281360614655,2000,20260807
stockpile,MB-A,precision5,0.029816788150121492,-0.012469035594035597,0.07531024531024531,2000,20260807
stockpile,MB-A,recall5,0.10256256089589423,-0.055577138910472244,0.2636343209259876,2000,20260807
stockpile,MB-A0,ndcg5,0.12947387460707566,0.03695296951281788,0.2333215967968677,2000,20260807
stockpile,MB-A0,hit5,0.21068823152156485,0.05235840548340548,0.3709758798300465,2000,20260807
stockpile,MB-A0,precision5,0.053248757415424085,0.013659762305595638,0.09540283790283789,2000,20260807
stockpile,MB-A0,recall5,0.17094132719132718,0.028229110781194118,0.3230746202100366,2000,20260807
stockpile,MB-K,ndcg5,-0.03052266242247895,-0.13298871512860166,0.06254008586015089,2000,20260807
stockpile,MB-K,hit5,-0.0630372713706047,-0.19818403047569716,0.06442685401018716,2000,20260807
stockpile,MB-K,precision5,-0.006434614767948099,-0.03984527817861151,0.023526974568641227,2000,20260807
stockpile,MB-K,recall5,-0.03302407469074136,-0.17236902757736092,0.09474241036741017,2000,20260807
source_equal_overall,MB-A,ndcg5,-0.014514565488750379,-0.05484341068146281,0.027594203247561316,2000,20260807
source_equal_overall,MB-A,hit5,-0.04289588253977591,-0.1119408966792451,0.022718762857814413,2000,20260807
source_equal_overall,MB-A,precision5,-0.011509008394774117,-0.028676412386976734,0.005503226461827081,2000,20260807
source_equal_overall,MB-A,recall5,-0.010179505682597283,-0.06643512447221289,0.04355418296200445,2000,20260807
source_equal_overall,MB-A0,ndcg5,-0.0055259357409418175,-0.04833246596330686,0.03489661513717111,2000,20260807
source_equal_overall,MB-A0,hit5,-0.020931241679514743,-0.10225154691308132,0.05380948567171816,2000,20260807
source_equal_overall,MB-A0,precision5,-0.012040897685808233,-0.034235778583811986,0.007672995182212478,2000,20260807
source_equal_overall,MB-A0,recall5,-0.0024047055218998034,-0.060465812825117204,0.0525234351488543,2000,20260807
source_equal_overall,MB-K,ndcg5,-0.040033350266302066,-0.0805307544328043,-0.002161912229015767,2000,20260807
source_equal_overall,MB-K,hit5,-0.06906588826220625,-0.12965833475004918,-0.01077448358614705,2000,20260807
source_equal_overall,MB-K,precision5,-0.016161788789199414,-0.03144330951301989,-0.0019352300235272047,2000,20260807
source_equal_overall,MB-K,recall5,-0.038381837338068936,-0.0898615712886212,0.009081821118137868,2000,20260807
