held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
attack_flow,ctid,46,60,0.3,0.11694934290473735,0.11020238723499169,0,109,263
attack_flow,ctid,46,60,0.4,0.11627000335686286,0.10643406449454762,0,109,263
attack_flow,ctid,46,60,0.5,0.11692399552834498,0.09879623591257738,0,109,263
attack_flow,ctid,46,60,0.6,0.11796786507910687,0.0953415404683295,0,109,263
attack_flow,ctid,46,60,0.7,0.11942528112932378,0.09203280212418656,0,109,263
attack_flow,ctid,46,60,0.8,0.12294861356333402,0.09192154909329014,0,109,263
attack_flow,ctid,46,60,0.9,0.12892357006897645,0.08780900613762649,0,109,263
attack_flow,ctid,46,60,1.0,0.13134166908331096,0.08838031970629541,0,109,263
attack_flow,ctid,46,80,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,46,80,0.1,0.11594265248030881,0.1108188557275156,0,109,263
attack_flow,ctid,46,80,0.2,0.11433506755323612,0.1117347328767194,0,109,263
attack_flow,ctid,46,80,0.3,0.1143653942351692,0.11140121760136927,0,109,263
attack_flow,ctid,46,80,0.4,0.113938406949715,0.10858605579402217,0,109,263
attack_flow,ctid,46,80,0.5,0.11290350824430048,0.10379023169797141,0,109,263
attack_flow,ctid,46,80,0.6,0.11767853561782955,0.09694332651426621,0,109,263
attack_flow,ctid,46,80,0.7,0.11846478657431561,0.09636506835709469,0,109,263
attack_flow,ctid,46,80,0.8,0.12244899786170041,0.0946124686920777,0,109,263
attack_flow,ctid,46,80,0.9,0.12500155120930784,0.09256266806201277,0,109,263
attack_flow,ctid,46,80,1.0,0.1289913787838152,0.0964203780241733,0,109,263
attack_flow,ctid,46,100,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,46,100,0.1,0.1150108469228361,0.11029036675853296,0,109,263
attack_flow,ctid,46,100,0.2,0.11453789819912186,0.110123115666518,0,109,263
attack_flow,ctid,46,100,0.3,0.11366955751733869,0.10879720365406612,0,109,263
attack_flow,ctid,46,100,0.4,0.11045401888942305,0.09977821719689497,0,109,263
attack_flow,ctid,46,100,0.5,0.1087704308777604,0.09543846466783791,0,109,263
attack_flow,ctid,46,100,0.6,0.10805741891474145,0.09521466013431981,0,109,263
attack_flow,ctid,46,100,0.7,0.10715192280769811,0.0953992390918956,0,109,263
attack_flow,ctid,46,100,0.8,0.10344129051949916,0.08825749174803613,0,109,263
attack_flow,ctid,46,100,0.9,0.10478586442963886,0.0891995349945925,0,109,263
attack_flow,ctid,46,100,1.0,0.1012466928685184,0.09003348191363365,0,109,263
attack_flow,stockpile,42,20,0.0,0.10502015342477039,0.11253265700159876,1,263,109
attack_flow,stockpile,42,20,0.1,0.10521260929577156,0.10975103207724302,0,263,109
attack_flow,stockpile,42,20,0.2,0.1028777186503221,0.10967387678934737,0,263,109
attack_flow,stockpile,42,20,0.3,0.08231647901998945,0.09956761282603825,0,263,109
attack_flow,stockpile,42,20,0.4,0.09099957864442489,0.10388412249394863,0,263,109
attack_flow,stockpile,42,20,0.5,0.08213092008454799,0.0964069787336766,0,263,109
attack_flow,stockpile,42,20,0.6,0.07392620761364067,0.09452215008746971,0,263,109
attack_flow,stockpile,42,20,0.7,0.0772890056643592,0.09412729178748613,0,263,109
attack_flow,stockpile,42,20,0.8,0.07318613880832427,0.09491730152592877,0,263,109
attack_flow,stockpile,42,20,0.9,0.07458594737483869,0.09144571866484387,0,263,109
attack_flow,stockpile,42,20,1.0,0.07564839745284353,0.09150092132437845,0,263,109
