held_out_source,inner_validation_source,seed,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,validation_rows
stockpile,attack_flow,44,0.0,0.18121975738158744,0.18306874644018506,0,412
stockpile,attack_flow,44,0.1,0.20021883669974752,0.20322097276725426,0,412
stockpile,attack_flow,44,0.2,0.20826373165594364,0.20331254835725837,0,412
stockpile,attack_flow,44,0.3,0.22625804489126913,0.21599725039114187,0,412
stockpile,attack_flow,44,0.4,0.24734302727142038,0.2236527287561758,1,412
stockpile,attack_flow,44,0.5,0.24398334445976347,0.22353626763719187,0,412
stockpile,attack_flow,44,0.6,0.24530946952364074,0.222895092066063,0,412
stockpile,attack_flow,44,0.7,0.24500835083462202,0.22031718542782935,0,412
stockpile,attack_flow,44,0.8,0.24122399464839864,0.21820779196571277,0,412
stockpile,attack_flow,44,0.9,0.24016487462340375,0.21747901502221573,0,412
stockpile,attack_flow,44,1.0,0.24010145250687326,0.21719035476355755,0,412
stockpile,attack_flow,45,0.0,0.18730376963793027,0.18306874644018506,0,412
stockpile,attack_flow,45,0.1,0.21627559368016647,0.20322097276725426,0,412
stockpile,attack_flow,45,0.2,0.22126558572171648,0.20331254835725837,0,412
stockpile,attack_flow,45,0.3,0.24341357235494365,0.21599725039114187,0,412
stockpile,attack_flow,45,0.4,0.25583490558268646,0.2236527287561758,1,412
stockpile,attack_flow,45,0.5,0.2534586485148869,0.22353626763719187,0,412
stockpile,attack_flow,45,0.6,0.24762671754410595,0.222895092066063,0,412
stockpile,attack_flow,45,0.7,0.24568492083203666,0.22031718542782935,0,412
stockpile,attack_flow,45,0.8,0.24089404811492743,0.21820779196571277,0,412
stockpile,attack_flow,45,0.9,0.24016021123248238,0.21747901502221573,0,412
stockpile,attack_flow,45,1.0,0.24010145250687326,0.21719035476355755,0,412
stockpile,attack_flow,46,0.0,0.18296505841980454,0.18306874644018506,0,412
stockpile,attack_flow,46,0.1,0.20010275408877057,0.20322097276725426,0,412
stockpile,attack_flow,46,0.2,0.206060546172223,0.20331254835725837,0,412
stockpile,attack_flow,46,0.3,0.23272805386326237,0.21599725039114187,0,412
stockpile,attack_flow,46,0.4,0.25015695106833413,0.2236527287561758,1,412
stockpile,attack_flow,46,0.5,0.24964353270687586,0.22353626763719187,0,412
stockpile,attack_flow,46,0.6,0.2439183246673905,0.222895092066063,0,412
stockpile,attack_flow,46,0.7,0.24540418202441105,0.22031718542782935,0,412
stockpile,attack_flow,46,0.8,0.24136492614164975,0.21820779196571277,0,412
stockpile,attack_flow,46,0.9,0.24016487462340375,0.21747901502221573,0,412
stockpile,attack_flow,46,1.0,0.24010145250687326,0.21719035476355755,0,412
