sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,flow_file
attack_flow::CISA Iranian APT::0021,attack_flow,CISA Iranian APT,21,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021"",""T1562"",""T1570"",""T1090"",""T1021"",""T1059"",""T1018"",""T1098""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001"",""T1562.001"",""T1570"",""T1090"",""T1021.001"",""T1059.001"",""T1018"",""T1098""]",T1003,T1003.001,CISA Iranian APT.afb
attack_flow::Cobalt Kitty Campaign::0001,attack_flow,Cobalt Kitty Campaign,1,"[""T1566""]","[""T1566.002""]",T1059,T1059.001,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0002,attack_flow,Cobalt Kitty Campaign,2,"[""T1566"",""T1059""]","[""T1566.002"",""T1059.001""]",T1140,T1140,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0003,attack_flow,Cobalt Kitty Campaign,3,"[""T1566"",""T1059"",""T1140""]","[""T1566.002"",""T1059.001"",""T1140""]",T1059,T1059.001,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0004,attack_flow,Cobalt Kitty Campaign,4,"[""T1566"",""T1059"",""T1140"",""T1059""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001""]",T1547,T1547.001,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0005,attack_flow,Cobalt Kitty Campaign,5,"[""T1566"",""T1059"",""T1140"",""T1059"",""T1547""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001"",""T1547.001""]",T1574,T1574.002,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0006,attack_flow,Cobalt Kitty Campaign,6,"[""T1566"",""T1059"",""T1140"",""T1059"",""T1547"",""T1574""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001"",""T1547.001"",""T1574.002""]",T1218,T1218.010,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0007,attack_flow,Cobalt Kitty Campaign,7,"[""T1566"",""T1059"",""T1140"",""T1059"",""T1547"",""T1574"",""T1218""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001"",""T1547.001"",""T1574.002"",""T1218.010""]",T1001,T1001.003,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0008,attack_flow,Cobalt Kitty Campaign,8,"[""T1566"",""T1059"",""T1140"",""T1059"",""T1547"",""T1574"",""T1218"",""T1001""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001"",""T1547.001"",""T1574.002"",""T1218.010"",""T1001.003""]",T1018,T1018,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0009,attack_flow,Cobalt Kitty Campaign,9,"[""T1566"",""T1059"",""T1140"",""T1059"",""T1547"",""T1574"",""T1218"",""T1001"",""T1018""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001"",""T1547.001"",""T1574.002"",""T1218.010"",""T1001.003"",""T1018""]",T1016,T1016,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0010,attack_flow,Cobalt Kitty Campaign,10,"[""T1566"",""T1059"",""T1140"",""T1059"",""T1547"",""T1574"",""T1218"",""T1001"",""T1018"",""T1016""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001"",""T1547.001"",""T1574.002"",""T1218.010"",""T1001.003"",""T1018"",""T1016""]",T1003,T1003.004,Cobalt Kitty Campaign.afb
attack_flow::Cobalt Kitty Campaign::0011,attack_flow,Cobalt Kitty Campaign,11,"[""T1566"",""T1059"",""T1140"",""T1059"",""T1547"",""T1574"",""T1218"",""T1001"",""T1018"",""T1016"",""T1003""]","[""T1566.002"",""T1059.001"",""T1140"",""T1059.001"",""T1547.001"",""T1574.002"",""T1218.010"",""T1001.003"",""T1018"",""T1016"",""T1003.004""]",T1021,T1021.002,Cobalt Kitty Campaign.afb
attack_flow::Conti CISA Alert::0001,attack_flow,Conti CISA Alert,1,"[""T1566""]","[""T1566.001""]",T1204,T1204.002,Conti CISA Alert.afb
attack_flow::Conti CISA Alert::0002,attack_flow,Conti CISA Alert,2,"[""T1566"",""T1204""]","[""T1566.001"",""T1204.002""]",T1558,T1558.003,Conti CISA Alert.afb
attack_flow::Conti CISA Alert::0003,attack_flow,Conti CISA Alert,3,"[""T1566"",""T1204"",""T1558""]","[""T1566.001"",""T1204.002"",""T1558.003""]",T1110,T1110,Conti CISA Alert.afb
attack_flow::Conti CISA Alert::0004,attack_flow,Conti CISA Alert,4,"[""T1566"",""T1204"",""T1558"",""T1110""]","[""T1566.001"",""T1204.002"",""T1558.003"",""T1110""]",T1203,T1203,Conti CISA Alert.afb
attack_flow::Conti CISA Alert::0005,attack_flow,Conti CISA Alert,5,"[""T1566"",""T1204"",""T1558"",""T1110"",""T1203""]","[""T1566.001"",""T1204.002"",""T1558.003"",""T1110"",""T1203""]",T1486,T1486,Conti CISA Alert.afb
attack_flow::Conti PWC::0001,attack_flow,Conti PWC,1,"[""T1566""]","[""T1566.001""]",T1204,T1204,Conti PWC.afb
attack_flow::Conti PWC::0002,attack_flow,Conti PWC,2,"[""T1566"",""T1204""]","[""T1566.001"",""T1204""]",T1586,T1586,Conti PWC.afb
attack_flow::Conti PWC::0003,attack_flow,Conti PWC,3,"[""T1566"",""T1204"",""T1586""]","[""T1566.001"",""T1204"",""T1586""]",T1083,T1083,Conti PWC.afb
attack_flow::Conti Ransomware::0001,attack_flow,Conti Ransomware,1,"[""T1566""]","[""T1566.001""]",T1059,T1059.007,Conti Ransomware.afb
attack_flow::Conti Ransomware::0002,attack_flow,Conti Ransomware,2,"[""T1566"",""T1059""]","[""T1566.001"",""T1059.007""]",T1105,T1105,Conti Ransomware.afb
attack_flow::Conti Ransomware::0003,attack_flow,Conti Ransomware,3,"[""T1566"",""T1059"",""T1105""]","[""T1566.001"",""T1059.007"",""T1105""]",T1218,T1218.011,Conti Ransomware.afb
attack_flow::Conti Ransomware::0004,attack_flow,Conti Ransomware,4,"[""T1566"",""T1059"",""T1105"",""T1218""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011""]",T1105,T1105,Conti Ransomware.afb
attack_flow::Conti Ransomware::0005,attack_flow,Conti Ransomware,5,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105""]",T1033,T1033,Conti Ransomware.afb
attack_flow::Conti Ransomware::0006,attack_flow,Conti Ransomware,6,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033""]",T1134,T1134,Conti Ransomware.afb
attack_flow::Conti Ransomware::0007,attack_flow,Conti Ransomware,7,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134""]",T1021,T1021.002,Conti Ransomware.afb
attack_flow::Conti Ransomware::0008,attack_flow,Conti Ransomware,8,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002""]",T1046,T1046,Conti Ransomware.afb
attack_flow::Conti Ransomware::0009,attack_flow,Conti Ransomware,9,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002"",""T1046""]",T1021,T1021.001,Conti Ransomware.afb
attack_flow::Conti Ransomware::0010,attack_flow,Conti Ransomware,10,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002"",""T1046"",""T1021.001""]",T1021,T1021.002,Conti Ransomware.afb
attack_flow::Conti Ransomware::0011,attack_flow,Conti Ransomware,11,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002"",""T1046"",""T1021.001"",""T1021.002""]",T1021,T1021.001,Conti Ransomware.afb
attack_flow::Conti Ransomware::0012,attack_flow,Conti Ransomware,12,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021"",""T1021""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002"",""T1046"",""T1021.001"",""T1021.002"",""T1021.001""]",T1087,T1087.002,Conti Ransomware.afb
attack_flow::Conti Ransomware::0013,attack_flow,Conti Ransomware,13,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021"",""T1021"",""T1087""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002"",""T1046"",""T1021.001"",""T1021.002"",""T1021.001"",""T1087.002""]",T1484,T1484.001,Conti Ransomware.afb
attack_flow::Conti Ransomware::0014,attack_flow,Conti Ransomware,14,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021"",""T1021"",""T1087"",""T1484""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002"",""T1046"",""T1021.001"",""T1021.002"",""T1021.001"",""T1087.002"",""T1484.001""]",T1562,T1562.001,Conti Ransomware.afb
attack_flow::Conti Ransomware::0015,attack_flow,Conti Ransomware,15,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021"",""T1021"",""T1087"",""T1484"",""T1562""]","[""T1566.001"",""T1059.007"",""T1105"",""T1218.011"",""T1105"",""T1033"",""T1134"",""T1021.002"",""T1046"",""T1021.001"",""T1021.002"",""T1021.001"",""T1087.002"",""T1484.001"",""T1562.001""]",T1486,T1486,Conti Ransomware.afb
attack_flow::DFIR - BumbleBee Round 2::0001,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1547""]","[""T1547.009""]",T1059,T1059,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0002,attack_flow,DFIR - BumbleBee Round 2,2,"[""T1547"",""T1059""]","[""T1547.009"",""T1059""]",T1135,T1135,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0003,attack_flow,DFIR - BumbleBee Round 2,3,"[""T1547"",""T1059"",""T1135""]","[""T1547.009"",""T1059"",""T1135""]",T1071,T1071,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0004,attack_flow,DFIR - BumbleBee Round 2,4,"[""T1547"",""T1059"",""T1135"",""T1071""]","[""T1547.009"",""T1059"",""T1135"",""T1071""]",T1087,T1087,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0005,attack_flow,DFIR - BumbleBee Round 2,5,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087""]",T1003,T1003.001,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0006,attack_flow,DFIR - BumbleBee Round 2,6,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003.001""]",T1021,T1021.001,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0007,attack_flow,DFIR - BumbleBee Round 2,7,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003"",""T1021""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003.001"",""T1021.001""]",T1219,T1219,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0008,attack_flow,DFIR - BumbleBee Round 2,8,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003"",""T1021"",""T1219""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003.001"",""T1021.001"",""T1219""]",T1136,T1136.002,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0009,attack_flow,DFIR - BumbleBee Round 2,9,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003"",""T1021"",""T1219"",""T1136""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003.001"",""T1021.001"",""T1219"",""T1136.002""]",T1016,T1016,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0010,attack_flow,DFIR - BumbleBee Round 2,10,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003"",""T1021"",""T1219"",""T1136"",""T1016""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003.001"",""T1021.001"",""T1219"",""T1136.002"",""T1016""]",T1219,T1219,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0011,attack_flow,DFIR - BumbleBee Round 2,11,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003"",""T1021"",""T1219"",""T1136"",""T1016"",""T1219""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003.001"",""T1021.001"",""T1219"",""T1136.002"",""T1016"",""T1219""]",T1021,T1021.001,DFIR - BumbleBee Round 2.afb
attack_flow::DFIR - BumbleBee Round 2::0012,attack_flow,DFIR - BumbleBee Round 2,12,"[""T1547"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003"",""T1021"",""T1219"",""T1136"",""T1016"",""T1219"",""T1021""]","[""T1547.009"",""T1059"",""T1135"",""T1071"",""T1087"",""T1003.001"",""T1021.001"",""T1219"",""T1136.002"",""T1016"",""T1219"",""T1021.001""]",T1059,T1059.003,DFIR - BumbleBee Round 2.afb
attack_flow::Equifax Breach::0001,attack_flow,Equifax Breach,1,"[""T1595""]","[""T1595.002""]",T1190,T1190,Equifax Breach.afb
attack_flow::Equifax Breach::0002,attack_flow,Equifax Breach,2,"[""T1595"",""T1190""]","[""T1595.002"",""T1190""]",T1505,T1505.003,Equifax Breach.afb
attack_flow::Equifax Breach::0003,attack_flow,Equifax Breach,3,"[""T1595"",""T1190"",""T1505""]","[""T1595.002"",""T1190"",""T1505.003""]",T1589,T1589.001,Equifax Breach.afb
attack_flow::Equifax Breach::0004,attack_flow,Equifax Breach,4,"[""T1595"",""T1190"",""T1505"",""T1589""]","[""T1595.002"",""T1190"",""T1505.003"",""T1589.001""]",T1573,T1573,Equifax Breach.afb
attack_flow::Equifax Breach::0005,attack_flow,Equifax Breach,5,"[""T1595"",""T1190"",""T1505"",""T1589"",""T1573""]","[""T1595.002"",""T1190"",""T1505.003"",""T1589.001"",""T1573""]",T1560,T1560,Equifax Breach.afb
attack_flow::Equifax Breach::0006,attack_flow,Equifax Breach,6,"[""T1595"",""T1190"",""T1505"",""T1589"",""T1573"",""T1560""]","[""T1595.002"",""T1190"",""T1505.003"",""T1589.001"",""T1573"",""T1560""]",T1048,T1048.002,Equifax Breach.afb
attack_flow::Equifax Breach::0007,attack_flow,Equifax Breach,7,"[""T1595"",""T1190"",""T1505"",""T1589"",""T1573"",""T1560"",""T1048""]","[""T1595.002"",""T1190"",""T1505.003"",""T1589.001"",""T1573"",""T1560"",""T1048.002""]",T1090,T1090.003,Equifax Breach.afb
attack_flow::Equifax Breach::0008,attack_flow,Equifax Breach,8,"[""T1595"",""T1190"",""T1505"",""T1589"",""T1573"",""T1560"",""T1048"",""T1090""]","[""T1595.002"",""T1190"",""T1505.003"",""T1589.001"",""T1573"",""T1560"",""T1048.002"",""T1090.003""]",T1070,T1070.004,Equifax Breach.afb
attack_flow::FIN13 Case 1::0001,attack_flow,FIN13 Case 1,1,"[""T1595""]","[""T1595.002""]",T1595,T1595,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0002,attack_flow,FIN13 Case 1,2,"[""T1595"",""T1595""]","[""T1595.002"",""T1595""]",T1190,T1190,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0003,attack_flow,FIN13 Case 1,3,"[""T1595"",""T1595"",""T1190""]","[""T1595.002"",""T1595"",""T1190""]",T1505,T1505.003,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0004,attack_flow,FIN13 Case 1,4,"[""T1595"",""T1595"",""T1190"",""T1505""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003""]",T1046,T1046,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0005,attack_flow,FIN13 Case 1,5,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046""]",T1105,T1105,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0006,attack_flow,FIN13 Case 1,6,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105""]",T1505,T1505.003,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0007,attack_flow,FIN13 Case 1,7,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003""]",T1505,T1505.003,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0008,attack_flow,FIN13 Case 1,8,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003""]",T1595,T1595.001,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0009,attack_flow,FIN13 Case 1,9,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001""]",T1570,T1570,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0010,attack_flow,FIN13 Case 1,10,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570""]",T1570,T1570,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0011,attack_flow,FIN13 Case 1,11,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570""]",T1210,T1210,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0012,attack_flow,FIN13 Case 1,12,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210""]",T1003,T1003,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0013,attack_flow,FIN13 Case 1,13,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003""]",T1021,T1021.004,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0014,attack_flow,FIN13 Case 1,14,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004""]",T1005,T1005,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0015,attack_flow,FIN13 Case 1,15,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005""]",T1040,T1040,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0016,attack_flow,FIN13 Case 1,16,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040""]",T1070,T1070,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0017,attack_flow,FIN13 Case 1,17,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070""]",T1570,T1570,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0018,attack_flow,FIN13 Case 1,18,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570""]",T1558,T1558.003,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0019,attack_flow,FIN13 Case 1,19,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003""]",T1078,T1078,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0020,attack_flow,FIN13 Case 1,20,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078""]",T1059,T1059.001,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0021,attack_flow,FIN13 Case 1,21,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001""]",T1505,T1505.003,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0022,attack_flow,FIN13 Case 1,22,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003""]",T1570,T1570,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0023,attack_flow,FIN13 Case 1,23,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570""]",T1595,T1595.001,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0024,attack_flow,FIN13 Case 1,24,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001""]",T1110,T1110,FIN13 Case 1.afb
