held_out_source,inner_validation_source,tactic_lambda,b0_lambda,campaign_macro_ndcg5,two_source_mean_ndcg5,selected,training_rows,validation_rows
attack_flow,ctid,0.5,0.2,0.15480608136089558,0.15772821583950822,0,109,263
attack_flow,ctid,0.6,0.2,0.1554532452938177,0.15895202156373522,0,109,263
attack_flow,ctid,0.7,0.2,0.16079699930135988,0.16379395104171246,0,109,263
attack_flow,ctid,0.8,0.2,0.16179777899670825,0.1625970633917335,0,109,263
attack_flow,ctid,0.9,0.2,0.1603668302950397,0.1618177493184476,0,109,263
attack_flow,ctid,1.0,0.2,0.14425228248957525,0.1487081811670103,0,109,263
attack_flow,ctid,0.0,0.3,0.16660286896714624,0.16694255206669312,0,109,263
attack_flow,ctid,0.1,0.3,0.1645250986233634,0.16487545904725692,0,109,263
attack_flow,ctid,0.2,0.3,0.1626264515776157,0.16652173339138715,0,109,263
attack_flow,ctid,0.3,0.3,0.16347529753100085,0.15891794150712452,0,109,263
attack_flow,ctid,0.4,0.3,0.16388748528111127,0.16181039743413356,0,109,263
attack_flow,ctid,0.5,0.3,0.16595867662639435,0.16408831811332553,0,109,263
attack_flow,ctid,0.6,0.3,0.16478296948439844,0.16393855715977718,0,109,263
attack_flow,ctid,0.7,0.3,0.1673113467845146,0.16738157524202218,0,109,263
attack_flow,ctid,0.8,0.3,0.16403102371430286,0.16573839202783272,0,109,263
attack_flow,ctid,0.9,0.3,0.17016405366484275,0.16683619680920553,0,109,263
attack_flow,ctid,1.0,0.3,0.15616840561143652,0.15842728063404093,0,109,263
attack_flow,ctid,0.0,0.4,0.16940402747144384,0.17283299253010082,0,109,263
attack_flow,ctid,0.1,0.4,0.16937118256524886,0.1727336808999756,0,109,263
