held_out_source,method,campaign_id,rows,ndcg5,hit5,precision5,recall5
attack_flow,B0,Black Basta Ransomware,24,0.2808553449799804,0.5833333333333334,0.1416666666666667,0.2916666666666667
attack_flow,B0,CISA AA22-138B VMWare Workspace (Alt),8,0.1923548437361893,0.625,0.125,0.22916666666666666
attack_flow,B0,CISA AA22-138B VMWare Workspace (TA1),8,0.3266433990956823,0.625,0.125,0.3125
attack_flow,B0,CISA AA22-138B VMWare Workspace (TA2),10,0.3095266887113773,0.7,0.22000000000000003,0.4
attack_flow,B0,CISA Iranian APT,21,0.3310414436926385,0.7619047619047619,0.21904761904761907,0.40476190476190477
attack_flow,B0,Cobalt Kitty Campaign,11,0.4052481891223321,0.5454545454545454,0.16363636363636364,0.37878787878787884
attack_flow,B0,Conti CISA Alert,5,0.09385574520455128,0.2,0.04,0.06666666666666667
attack_flow,B0,Conti PWC,3,0.15642624200758548,0.3333333333333333,0.06666666666666667,0.1111111111111111
attack_flow,B0,Conti Ransomware,14,0.2122479786140691,0.5714285714285714,0.1285714285714286,0.2857142857142857
attack_flow,B0,DFIR - BumbleBee Round 2,12,0.37696618018987266,0.6666666666666666,0.20000000000000004,0.4166666666666667
attack_flow,B0,Equifax Breach,8,0.09166835607441842,0.25,0.05,0.10416666666666666
attack_flow,B0,FIN13 Case 1,28,0.22136929326188928,0.5714285714285714,0.14285714285714285,0.2738095238095238
attack_flow,B0,FIN13 Case 2,13,0.18388610302981462,0.6153846153846154,0.13846153846153847,0.24358974358974358
attack_flow,B0,Gootloader,28,0.3109733912819187,0.5,0.12142857142857144,0.27976190476190477
attack_flow,B0,Hancitor DLL,18,0.3747720605761966,0.8333333333333334,0.23333333333333334,0.4074074074074074
attack_flow,B0,Ivanti Vulnerabilities,5,0.3177920307470178,0.8,0.24000000000000005,0.4333333333333333
attack_flow,B0,JP Morgan Breach,8,0.0,0.0,0.0,0.0
attack_flow,B0,MITRE NERVE,7,0.3104566878652702,0.5714285714285714,0.17142857142857146,0.2857142857142857
attack_flow,B0,Maastricht University Ransomware,10,0.4240873278140274,1.0,0.24000000000000005,0.5166666666666666
attack_flow,B0,Mac Malware Steals Crypto,3,0.19525216184614927,0.6666666666666666,0.20000000000000004,0.3333333333333333
attack_flow,B0,Marriott Breach,4,0.0,0.0,0.0,0.0
attack_flow,B0,Muddy Water,8,0.7408215693473638,0.875,0.325,0.7708333333333334
attack_flow,B0,NotPetya,13,0.14884122822910298,0.46153846153846156,0.1076923076923077,0.17948717948717946
attack_flow,B0,OceanLotus,20,0.23195723912809196,0.4,0.13,0.25
attack_flow,B0,REvil,18,0.10428416133839032,0.2222222222222222,0.044444444444444446,0.07407407407407407
attack_flow,B0,Ragnar Locker,12,0.21066965282484654,0.25,0.08333333333333333,0.2222222222222222
attack_flow,B0,SWIFT Heist,4,0.14943073702152088,0.5,0.15000000000000002,0.25
attack_flow,B0,SearchAwesome Adware,10,0.07467327241126057,0.4,0.08,0.13333333333333333
attack_flow,B0,Shamoon,18,0.04034262056385615,0.2222222222222222,0.044444444444444446,0.07407407407407407
attack_flow,B0,SolarWinds,16,0.04966806158142569,0.125,0.025,0.05208333333333333
attack_flow,B0,Sony Malware,12,0.14757664692858122,0.4166666666666667,0.08333333333333333,0.13888888888888887
attack_flow,B0,Target Breach,8,0.2599027813239467,0.5,0.125,0.25
attack_flow,B0,Tesla Kubernetes Breach,3,0.5274753062627383,1.0,0.20000000000000004,0.611111111111111
attack_flow,B0,Uber Breach,6,0.33683056180562126,0.6666666666666666,0.13333333333333333,0.25
attack_flow,B0,WhisperGate,16,0.2656535311228367,0.6875,0.17500000000000002,0.32291666666666663
attack_flow,F1,Black Basta Ransomware,24,0.26806847719009613,0.5833333333333334,0.1416666666666667,0.2916666666666667
attack_flow,F1,CISA AA22-138B VMWare Workspace (Alt),8,0.22433612316285137,0.625,0.125,0.22916666666666666
attack_flow,F1,CISA AA22-138B VMWare Workspace (TA1),8,0.34933612316285134,0.625,0.125,0.3125
attack_flow,F1,CISA AA22-138B VMWare Workspace (TA2),10,0.42010503862403087,0.7,0.22000000000000003,0.4
attack_flow,F1,CISA Iranian APT,21,0.3590290936610395,0.7619047619047619,0.21904761904761907,0.40476190476190477
attack_flow,F1,Cobalt Kitty Campaign,11,0.3711296289807468,0.5454545454545454,0.16363636363636364,0.37878787878787884
attack_flow,F1,Conti CISA Alert,5,0.09385574520455128,0.2,0.04,0.06666666666666667
attack_flow,F1,Conti PWC,3,0.15642624200758548,0.3333333333333333,0.06666666666666667,0.1111111111111111
attack_flow,F1,Conti Ransomware,14,0.22518210068756989,0.5714285714285714,0.1285714285714286,0.2857142857142857
attack_flow,F1,DFIR - BumbleBee Round 2,12,0.33072382077257156,0.6666666666666666,0.20000000000000004,0.4166666666666667
attack_flow,F1,Equifax Breach,8,0.07768652128073998,0.25,0.05,0.10416666666666666
attack_flow,F1,FIN13 Case 1,28,0.22664027328269556,0.5714285714285714,0.14285714285714285,0.2738095238095238
attack_flow,F1,FIN13 Case 2,13,0.17243987026018284,0.6153846153846154,0.13846153846153847,0.24358974358974358
attack_flow,F1,Gootloader,28,0.26422957375994827,0.5,0.12142857142857144,0.27976190476190477
attack_flow,F1,Hancitor DLL,18,0.4321813744790798,0.8333333333333334,0.23333333333333334,0.4074074074074074
attack_flow,F1,Ivanti Vulnerabilities,5,0.34057099074497565,0.8,0.24000000000000005,0.4333333333333333
attack_flow,F1,JP Morgan Breach,8,0.0,0.0,0.0,0.0
attack_flow,F1,MITRE NERVE,7,0.25338651635272613,0.5714285714285714,0.17142857142857146,0.2857142857142857
attack_flow,F1,Maastricht University Ransomware,10,0.41916156610836836,1.0,0.24000000000000005,0.5166666666666666
attack_flow,F1,Mac Malware Steals Crypto,3,0.2647570561440927,0.6666666666666666,0.20000000000000004,0.3333333333333333
attack_flow,F1,Marriott Breach,4,0.0,0.0,0.0,0.0
attack_flow,F1,Muddy Water,8,0.6492850746422053,0.875,0.325,0.7708333333333334
attack_flow,F1,NotPetya,13,0.11947880530981671,0.46153846153846156,0.1076923076923077,0.17948717948717946
attack_flow,F1,OceanLotus,20,0.22957592517465036,0.4,0.13,0.25
attack_flow,F1,REvil,18,0.07821312100379274,0.2222222222222222,0.044444444444444446,0.07407407407407407
attack_flow,F1,Ragnar Locker,12,0.2101442481715049,0.25,0.08333333333333333,0.2222222222222222
attack_flow,F1,SWIFT Heist,4,0.17806576662864904,0.5,0.15000000000000002,0.25
attack_flow,F1,SearchAwesome Adware,10,0.12021073465005475,0.4,0.08,0.13333333333333333
attack_flow,F1,Shamoon,18,0.07981926163955143,0.2222222222222222,0.044444444444444446,0.07407407407407407
attack_flow,F1,SolarWinds,16,0.035524662485743395,0.125,0.025,0.05208333333333333
attack_flow,F1,Sony Malware,12,0.10017561220837895,0.4166666666666667,0.08333333333333333,0.13888888888888887
attack_flow,F1,Target Breach,8,0.17828187801188272,0.5,0.125,0.25
attack_flow,F1,Tesla Kubernetes Breach,3,0.33027553053728304,1.0,0.20000000000000004,0.611111111111111
