method,held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
HM+P,stockpile,ctid,44,20,0.4,0.18852940994226436,0.1895788091106077,0,412,263
HM+P,stockpile,ctid,44,20,0.5,0.18525933990457008,0.1910188530769794,0,412,263
HM+P,stockpile,ctid,44,20,0.6,0.1850255154436624,0.1920906528884025,0,412,263
HM+P,stockpile,ctid,44,20,0.7,0.1838286982348683,0.19284295373681745,0,412,263
HM+P,stockpile,ctid,44,20,0.8,0.18511938093451744,0.1936518491459295,0,412,263
HM+P,stockpile,ctid,44,20,0.9,0.1862684250469599,0.19495989376653247,0,412,263
HM+P,stockpile,ctid,44,20,1.0,0.21021821432529258,0.20039933895032597,1,412,263
HM+P,stockpile,ctid,44,40,0.0,0.18465394708908722,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,44,40,0.1,0.18688524648912969,0.18451034926906287,0,412,263
HM+P,stockpile,ctid,44,40,0.2,0.1837381300146655,0.18565629207189033,0,412,263
HM+P,stockpile,ctid,44,40,0.3,0.18471307473836387,0.18728902866313427,0,412,263
HM+P,stockpile,ctid,44,40,0.4,0.18750333960549154,0.1884778720178995,0,412,263
HM+P,stockpile,ctid,44,40,0.5,0.18883397001790286,0.19213602989720482,0,412,263
HM+P,stockpile,ctid,44,40,0.6,0.18554847871605806,0.19242249921135493,0,412,263
HM+P,stockpile,ctid,44,40,0.7,0.18594023402437104,0.19347639285673354,0,412,263
HM+P,stockpile,ctid,44,40,0.8,0.18738912535975613,0.195475921429683,0,412,263
HM+P,stockpile,ctid,44,40,0.9,0.19246818898407764,0.19341881482862583,0,412,263
HM+P,stockpile,ctid,44,40,1.0,0.2130137119469052,0.19787417490586318,0,412,263
HM+P,stockpile,ctid,44,60,0.0,0.18465394708908722,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,44,60,0.1,0.18499242975717517,0.1841328392224806,0,412,263
HM+P,stockpile,ctid,44,60,0.2,0.181972403562709,0.18459749628196356,0,412,263
HM+P,stockpile,ctid,44,60,0.3,0.18195996916800747,0.18562133974222367,0,412,263
HM+P,stockpile,ctid,44,60,0.4,0.1830646970860807,0.18684753530893522,0,412,263
HM+P,stockpile,ctid,44,60,0.5,0.18605077924818994,0.18907028244584556,0,412,263
HM+P,stockpile,ctid,44,60,0.6,0.18572661489175762,0.1898606625539212,0,412,263
HM+P,stockpile,ctid,44,60,0.7,0.18329273614631794,0.19076510579580339,0,412,263
HM+P,stockpile,ctid,44,60,0.8,0.18629715004573244,0.1922027555032792,0,412,263
HM+P,stockpile,ctid,44,60,0.9,0.1857074673570605,0.18865248601401707,0,412,263
HM+P,stockpile,ctid,44,60,1.0,0.17515542820284308,0.18632122594025485,0,412,263
HM+P,stockpile,ctid,44,80,0.0,0.18465394708908722,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,44,80,0.1,0.18446426849543018,0.18336156374797274,0,412,263
HM+P,stockpile,ctid,44,80,0.2,0.181992669747749,0.18457372216453366,0,412,263
HM+P,stockpile,ctid,44,80,0.3,0.18360700535714547,0.18492748756505578,0,412,263
HM+P,stockpile,ctid,44,80,0.4,0.1838839634643943,0.1856338824497855,0,412,263
HM+P,stockpile,ctid,44,80,0.5,0.1865287569252745,0.18768699940206254,0,412,263
HM+P,stockpile,ctid,44,80,0.6,0.1832963592646906,0.1870827654516533,0,412,263
HM+P,stockpile,ctid,44,80,0.7,0.18324867784157692,0.18900949168460746,0,412,263
HM+P,stockpile,ctid,44,80,0.8,0.18977322493399262,0.1910396531828225,0,412,263
HM+P,stockpile,ctid,44,80,0.9,0.19306404847080505,0.1902396083788401,0,412,263
HM+P,stockpile,ctid,44,80,1.0,0.1857392424461069,0.18633546599028572,0,412,263
HM+P,stockpile,ctid,44,100,0.0,0.18465394708908722,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,44,100,0.1,0.18527074591673642,0.18344158943538658,0,412,263
HM+P,stockpile,ctid,44,100,0.2,0.185380280967389,0.18507113576303832,0,412,263
HM+P,stockpile,ctid,44,100,0.3,0.18703089908757006,0.18516235283250632,0,412,263
HM+P,stockpile,ctid,44,100,0.4,0.1892131210844349,0.18608840680765273,0,412,263
HM+P,stockpile,ctid,44,100,0.5,0.18993778094438124,0.1883331687161827,0,412,263
HM+P,stockpile,ctid,44,100,0.6,0.1867902445584962,0.18705544221438658,0,412,263
HM+P,stockpile,ctid,44,100,0.7,0.18867978124475632,0.18889849313569992,0,412,263
HM+P,stockpile,ctid,44,100,0.8,0.1983673927518877,0.19039119575416424,0,412,263
HM+P,stockpile,ctid,44,100,0.9,0.20420857880837157,0.1889003355202644,0,412,263
HM+P,stockpile,ctid,44,100,1.0,0.19642617075280625,0.18320414519110517,0,412,263
HM+P,stockpile,ctid,45,20,0.0,0.17724593173876046,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,45,20,0.1,0.18128414402278353,0.18458152939674083,0,412,263
HM+P,stockpile,ctid,45,20,0.2,0.18306203423670686,0.18584663395280357,0,412,263
HM+P,stockpile,ctid,45,20,0.3,0.18417525818198394,0.18781271105832015,0,412,263
HM+P,stockpile,ctid,45,20,0.4,0.18468076340227527,0.1895788091106077,0,412,263
HM+P,stockpile,ctid,45,20,0.5,0.18711132535336664,0.1910188530769794,0,412,263
HM+P,stockpile,ctid,45,20,0.6,0.18716315911127662,0.1920906528884025,0,412,263
HM+P,stockpile,ctid,45,20,0.7,0.18794217332019916,0.19284295373681745,0,412,263
HM+P,stockpile,ctid,45,20,0.8,0.2008992065169067,0.1936518491459295,0,412,263
HM+P,stockpile,ctid,45,20,0.9,0.20725158752747236,0.19495989376653247,0,412,263
HM+P,stockpile,ctid,45,20,1.0,0.2130137119469052,0.20039933895032597,1,412,263
HM+P,stockpile,ctid,45,40,0.0,0.17724593173876046,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,45,40,0.1,0.18115560931051355,0.18451034926906287,0,412,263
HM+P,stockpile,ctid,45,40,0.2,0.18339687272617514,0.18565629207189033,0,412,263
HM+P,stockpile,ctid,45,40,0.3,0.18419116423257098,0.18728902866313427,0,412,263
HM+P,stockpile,ctid,45,40,0.4,0.18311322381817222,0.1884778720178995,0,412,263
HM+P,stockpile,ctid,45,40,0.5,0.1891007587602914,0.19213602989720482,0,412,263
HM+P,stockpile,ctid,45,40,0.6,0.18550657419120814,0.19242249921135493,0,412,263
HM+P,stockpile,ctid,45,40,0.7,0.18516574204556116,0.19347639285673354,0,412,263
HM+P,stockpile,ctid,45,40,0.8,0.1857010606375842,0.195475921429683,0,412,263
HM+P,stockpile,ctid,45,40,0.9,0.1850709877225276,0.19341881482862583,0,412,263
HM+P,stockpile,ctid,45,40,1.0,0.18547444011230774,0.19787417490586318,0,412,263
HM+P,stockpile,ctid,45,60,0.0,0.17724593173876046,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,45,60,0.1,0.1789658485217823,0.1841328392224806,0,412,263
HM+P,stockpile,ctid,45,60,0.2,0.18103526350171778,0.18459749628196356,0,412,263
HM+P,stockpile,ctid,45,60,0.3,0.18084175833516633,0.18562133974222367,0,412,263
HM+P,stockpile,ctid,45,60,0.4,0.18074498616327642,0.18684753530893522,0,412,263
HM+P,stockpile,ctid,45,60,0.5,0.17996055449122336,0.18907028244584556,0,412,263
HM+P,stockpile,ctid,45,60,0.6,0.18121258232759418,0.1898606625539212,0,412,263
HM+P,stockpile,ctid,45,60,0.7,0.18051910898510537,0.19076510579580339,0,412,263
HM+P,stockpile,ctid,45,60,0.8,0.1816889115494379,0.1922027555032792,0,412,263
HM+P,stockpile,ctid,45,60,0.9,0.18368448377968988,0.18865248601401707,0,412,263
HM+P,stockpile,ctid,45,60,1.0,0.1740186329053717,0.18632122594025485,0,412,263
HM+P,stockpile,ctid,45,80,0.0,0.17724593173876046,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,45,80,0.1,0.17886443835204097,0.18336156374797274,0,412,263
HM+P,stockpile,ctid,45,80,0.2,0.180831071956897,0.18457372216453366,0,412,263
HM+P,stockpile,ctid,45,80,0.3,0.18083682871787296,0.18492748756505578,0,412,263
HM+P,stockpile,ctid,45,80,0.4,0.18036266651988103,0.1856338824497855,0,412,263
HM+P,stockpile,ctid,45,80,0.5,0.18464783246813268,0.18768699940206254,0,412,263
HM+P,stockpile,ctid,45,80,0.6,0.18339620644695068,0.1870827654516533,0,412,263
HM+P,stockpile,ctid,45,80,0.7,0.18453553804764528,0.18900949168460746,0,412,263
HM+P,stockpile,ctid,45,80,0.8,0.18632526112556225,0.1910396531828225,0,412,263
HM+P,stockpile,ctid,45,80,0.9,0.19175189936683265,0.1902396083788401,0,412,263
HM+P,stockpile,ctid,45,80,1.0,0.1862953750563214,0.18633546599028572,0,412,263
HM+P,stockpile,ctid,45,100,0.0,0.17724593173876046,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,45,100,0.1,0.17886443835204097,0.18344158943538658,0,412,263
HM+P,stockpile,ctid,45,100,0.2,0.18310610112458986,0.18507113576303832,0,412,263
HM+P,stockpile,ctid,45,100,0.3,0.18342739219436605,0.18516235283250632,0,412,263
HM+P,stockpile,ctid,45,100,0.4,0.18568928391003028,0.18608840680765273,0,412,263
HM+P,stockpile,ctid,45,100,0.5,0.18794849175033052,0.1883331687161827,0,412,263
HM+P,stockpile,ctid,45,100,0.6,0.18364214055249484,0.18705544221438658,0,412,263
HM+P,stockpile,ctid,45,100,0.7,0.18852627800590083,0.18889849313569992,0,412,263
HM+P,stockpile,ctid,45,100,0.8,0.18799043300538057,0.19039119575416424,0,412,263
HM+P,stockpile,ctid,45,100,0.9,0.19082821527262223,0.1889003355202644,0,412,263
HM+P,stockpile,ctid,45,100,1.0,0.19208328841039699,0.18320414519110517,0,412,263
HM+P,stockpile,ctid,46,20,0.0,0.17813646105743483,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,46,20,0.1,0.1803096090957525,0.18458152939674083,0,412,263
HM+P,stockpile,ctid,46,20,0.2,0.1823490476201513,0.18584663395280357,0,412,263
HM+P,stockpile,ctid,46,20,0.3,0.18349980039417696,0.18781271105832015,0,412,263
HM+P,stockpile,ctid,46,20,0.4,0.18601304659502058,0.1895788091106077,0,412,263
HM+P,stockpile,ctid,46,20,0.5,0.18499739541386684,0.1910188530769794,0,412,263
HM+P,stockpile,ctid,46,20,0.6,0.18620632185129632,0.1920906528884025,0,412,263
HM+P,stockpile,ctid,46,20,0.7,0.18486864301433265,0.19284295373681745,0,412,263
HM+P,stockpile,ctid,46,20,0.8,0.18754010875343327,0.1936518491459295,0,412,263
HM+P,stockpile,ctid,46,20,0.9,0.19049047882967962,0.19495989376653247,0,412,263
HM+P,stockpile,ctid,46,20,1.0,0.2124550125434959,0.20039933895032597,1,412,263
HM+P,stockpile,ctid,46,40,0.0,0.17813646105743483,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,46,40,0.1,0.1804110192654938,0.18451034926906287,0,412,263
HM+P,stockpile,ctid,46,40,0.2,0.18254711459708445,0.18565629207189033,0,412,263
HM+P,stockpile,ctid,46,40,0.3,0.1832634829020443,0.18728902866313427,0,412,263
HM+P,stockpile,ctid,46,40,0.4,0.18503023251292436,0.1884778720178995,0,412,263
HM+P,stockpile,ctid,46,40,0.5,0.1923199862952693,0.19213602989720482,0,412,263
HM+P,stockpile,ctid,46,40,0.6,0.19726118532797804,0.19242249921135493,0,412,263
HM+P,stockpile,ctid,46,40,0.7,0.20072040689587087,0.19347639285673354,0,412,263
HM+P,stockpile,ctid,46,40,0.8,0.20148801075823589,0.195475921429683,0,412,263
HM+P,stockpile,ctid,46,40,0.9,0.20494088410716146,0.19341881482862583,0,412,263
HM+P,stockpile,ctid,46,40,1.0,0.2130137119469052,0.19787417490586318,0,412,263
HM+P,stockpile,ctid,46,60,0.0,0.17813646105743483,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,46,60,0.1,0.17851356633325965,0.1841328392224806,0,412,263
HM+P,stockpile,ctid,46,60,0.2,0.18026903362653363,0.18459749628196356,0,412,263
HM+P,stockpile,ctid,46,60,0.3,0.18101212330793034,0.18562133974222367,0,412,263
HM+P,stockpile,ctid,46,60,0.4,0.18117748131013447,0.18684753530893522,0,412,263
HM+P,stockpile,ctid,46,60,0.5,0.18757241718751227,0.18907028244584556,0,412,263
HM+P,stockpile,ctid,46,60,0.6,0.184484683461489,0.1898606625539212,0,412,263
HM+P,stockpile,ctid,46,60,0.7,0.18517516137071627,0.19076510579580339,0,412,263
HM+P,stockpile,ctid,46,60,0.8,0.1858065881989552,0.1922027555032792,0,412,263
HM+P,stockpile,ctid,46,60,0.9,0.18045724356643772,0.18865248601401707,0,412,263
HM+P,stockpile,ctid,46,60,1.0,0.17871128175270878,0.18632122594025485,0,412,263
HM+P,stockpile,ctid,46,80,0.0,0.17813646105743483,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,46,80,0.1,0.17999109776144986,0.18336156374797274,0,412,263
HM+P,stockpile,ctid,46,80,0.2,0.1832293032381099,0.18457372216453366,0,412,263
HM+P,stockpile,ctid,46,80,0.3,0.182045743444372,0.18492748756505578,0,412,263
HM+P,stockpile,ctid,46,80,0.4,0.18259535904784968,0.1856338824497855,0,412,263
HM+P,stockpile,ctid,46,80,0.5,0.1838355235952607,0.18768699940206254,0,412,263
HM+P,stockpile,ctid,46,80,0.6,0.1835411321491738,0.1870827654516533,0,412,263
HM+P,stockpile,ctid,46,80,0.7,0.18856992249922028,0.18900949168460746,0,412,263
HM+P,stockpile,ctid,46,80,0.8,0.19177258296405808,0.1910396531828225,0,412,263
HM+P,stockpile,ctid,46,80,0.9,0.19581459551087194,0.1902396083788401,0,412,263
HM+P,stockpile,ctid,46,80,1.0,0.19225973974634897,0.18633546599028572,0,412,263
HM+P,stockpile,ctid,46,100,0.0,0.17813646105743483,0.18306874644018506,0,412,263
HM+P,stockpile,ctid,46,100,0.1,0.17872554199616544,0.18344158943538658,0,412,263
HM+P,stockpile,ctid,46,100,0.2,0.18277756614170299,0.18507113576303832,0,412,263
HM+P,stockpile,ctid,46,100,0.3,0.1833802731053928,0.18516235283250632,0,412,263
HM+P,stockpile,ctid,46,100,0.4,0.1835161647109647,0.18608840680765273,0,412,263
HM+P,stockpile,ctid,46,100,0.5,0.18768186718715787,0.1883331687161827,0,412,263
HM+P,stockpile,ctid,46,100,0.6,0.19003412984114848,0.18705544221438658,0,412,263
HM+P,stockpile,ctid,46,100,0.7,0.19488933834961486,0.18889849313569992,0,412,263
HM+P,stockpile,ctid,46,100,0.8,0.20187368996726693,0.19039119575416424,0,412,263
HM+P,stockpile,ctid,46,100,0.9,0.20956646285707575,0.1889003355202644,0,412,263
HM+P,stockpile,ctid,46,100,1.0,0.2042721567824403,0.18320414519110517,0,412,263
HM+S,attack_flow,ctid,42,20,0.0,0.10632013574118082,0.12909526090771803,1,109,263
HM+S,attack_flow,ctid,42,20,0.1,0.10462322523810522,0.11534710805836265,0,109,263
HM+S,attack_flow,ctid,42,20,0.2,0.10067173761990818,0.11247259736143349,0,109,263
HM+S,attack_flow,ctid,42,20,0.3,0.10268676429941073,0.10837239173017973,0,109,263
HM+S,attack_flow,ctid,42,20,0.4,0.09889941983049706,0.09994928732413949,0,109,263
HM+S,attack_flow,ctid,42,20,0.5,0.10656885615178271,0.08819575163873514,0,109,263
HM+S,attack_flow,ctid,42,20,0.6,0.11211665442373486,0.0911491621679181,0,109,263
HM+S,attack_flow,ctid,42,20,0.7,0.11670773109387925,0.09496398511186688,0,109,263
HM+S,attack_flow,ctid,42,20,0.8,0.11612009388501546,0.09365981128702702,0,109,263
HM+S,attack_flow,ctid,42,20,0.9,0.11116785824289584,0.09126296822894123,0,109,263
HM+S,attack_flow,ctid,42,20,1.0,0.11087016178992246,0.09340009972249218,0,109,263
HM+S,attack_flow,ctid,42,40,0.0,0.10632013574118082,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,42,40,0.1,0.10437076517454795,0.11634609433431713,0,109,263
HM+S,attack_flow,ctid,42,40,0.2,0.10295173945601026,0.11597439819251001,0,109,263
HM+S,attack_flow,ctid,42,40,0.3,0.1055942214749787,0.11473086636400083,0,109,263
HM+S,attack_flow,ctid,42,40,0.4,0.10508587956008783,0.10576282106911009,0,109,263
HM+S,attack_flow,ctid,42,40,0.5,0.11427625644702004,0.10014930579417751,0,109,263
HM+S,attack_flow,ctid,42,40,0.6,0.11583452445469009,0.09460459431376436,0,109,263
HM+S,attack_flow,ctid,42,40,0.7,0.12168122193280514,0.09526557985010313,0,109,263
HM+S,attack_flow,ctid,42,40,0.8,0.1193926042636819,0.09288745420161201,0,109,263
HM+S,attack_flow,ctid,42,40,0.9,0.11878350779147544,0.09394938442326677,0,109,263
HM+S,attack_flow,ctid,42,40,1.0,0.12954138366895834,0.0960989589544065,0,109,263
HM+S,attack_flow,ctid,42,60,0.0,0.10632013574118082,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,42,60,0.1,0.10504444318397858,0.11683849280334657,0,109,263
HM+S,attack_flow,ctid,42,60,0.2,0.10513416533339932,0.1160731885563608,0,109,263
HM+S,attack_flow,ctid,42,60,0.3,0.10391663956057517,0.11375479301847206,0,109,263
HM+S,attack_flow,ctid,42,60,0.4,0.10861808039542091,0.1102750829908679,0,109,263
HM+S,attack_flow,ctid,42,60,0.5,0.1090536399088202,0.10602235286575987,0,109,263
HM+S,attack_flow,ctid,42,60,0.6,0.1107402183273982,0.09690392625118993,0,109,263
HM+S,attack_flow,ctid,42,60,0.7,0.1196512122808043,0.09354110776766324,0,109,263
HM+S,attack_flow,ctid,42,60,0.8,0.1181516219947385,0.09379443425541133,0,109,263
HM+S,attack_flow,ctid,42,60,0.9,0.12058744555315348,0.09361074122067056,0,109,263
HM+S,attack_flow,ctid,42,60,1.0,0.12613196049088132,0.09292537521432326,0,109,263
HM+S,attack_flow,ctid,42,80,0.0,0.10632013574118082,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,42,80,0.1,0.10493620342627756,0.1194653081339796,0,109,263
HM+S,attack_flow,ctid,42,80,0.2,0.10640580203458927,0.11583945924746046,0,109,263
HM+S,attack_flow,ctid,42,80,0.3,0.10647804228558115,0.11269337369403336,0,109,263
HM+S,attack_flow,ctid,42,80,0.4,0.10971978911815046,0.11162559528298004,0,109,263
HM+S,attack_flow,ctid,42,80,0.5,0.11079222021009476,0.11007846852969923,0,109,263
HM+S,attack_flow,ctid,42,80,0.6,0.1128768112265521,0.10761383980093979,0,109,263
HM+S,attack_flow,ctid,42,80,0.7,0.11980717329542581,0.09867622969138838,0,109,263
HM+S,attack_flow,ctid,42,80,0.8,0.12154907815551666,0.09812347261027296,0,109,263
HM+S,attack_flow,ctid,42,80,0.9,0.11895229804835797,0.09980604491264788,0,109,263
HM+S,attack_flow,ctid,42,80,1.0,0.12208108306651504,0.1009233139126117,0,109,263
HM+S,attack_flow,ctid,42,100,0.0,0.10632013574118082,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,42,100,0.1,0.10579836449651825,0.11917655819814574,0,109,263
HM+S,attack_flow,ctid,42,100,0.2,0.10643608191687007,0.11950173139179857,0,109,263
HM+S,attack_flow,ctid,42,100,0.3,0.10645293012308688,0.11932237865335268,0,109,263
HM+S,attack_flow,ctid,42,100,0.4,0.10745898963837283,0.11784895583676405,0,109,263
HM+S,attack_flow,ctid,42,100,0.5,0.10618626212476645,0.11783874043858875,0,109,263
HM+S,attack_flow,ctid,42,100,0.6,0.11315893694299387,0.1124335243407846,0,109,263
HM+S,attack_flow,ctid,42,100,0.7,0.12647513396684612,0.10675515152230106,0,109,263
HM+S,attack_flow,ctid,42,100,0.8,0.1261925822633904,0.10541064309925996,0,109,263
HM+S,attack_flow,ctid,42,100,0.9,0.12708167246017982,0.10756346016516563,0,109,263
HM+S,attack_flow,ctid,42,100,1.0,0.1284909641369278,0.10499041443912278,0,109,263
HM+S,attack_flow,ctid,43,20,0.0,0.10124688596287826,0.12909526090771803,1,109,263
HM+S,attack_flow,ctid,43,20,0.1,0.10190718053638839,0.11534710805836265,0,109,263
HM+S,attack_flow,ctid,43,20,0.2,0.09645923096138899,0.11247259736143349,0,109,263
HM+S,attack_flow,ctid,43,20,0.3,0.09985310574578188,0.10837239173017973,0,109,263
HM+S,attack_flow,ctid,43,20,0.4,0.0978937789989611,0.09994928732413949,0,109,263
HM+S,attack_flow,ctid,43,20,0.5,0.10862897887522364,0.08819575163873514,0,109,263
HM+S,attack_flow,ctid,43,20,0.6,0.11342780266734132,0.0911491621679181,0,109,263
HM+S,attack_flow,ctid,43,20,0.7,0.117109691366536,0.09496398511186688,0,109,263
HM+S,attack_flow,ctid,43,20,0.8,0.12072801283643372,0.09365981128702702,0,109,263
HM+S,attack_flow,ctid,43,20,0.9,0.12411112711150363,0.09126296822894123,0,109,263
HM+S,attack_flow,ctid,43,20,1.0,0.1264150578073935,0.09340009972249218,0,109,263
HM+S,attack_flow,ctid,43,40,0.0,0.10124688596287826,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,43,40,0.1,0.10149513086741517,0.11634609433431713,0,109,263
HM+S,attack_flow,ctid,43,40,0.2,0.09882257965270407,0.11597439819251001,0,109,263
HM+S,attack_flow,ctid,43,40,0.3,0.09917020011106481,0.11473086636400083,0,109,263
HM+S,attack_flow,ctid,43,40,0.4,0.09818439703464611,0.10576282106911009,0,109,263
HM+S,attack_flow,ctid,43,40,0.5,0.10887440723805306,0.10014930579417751,0,109,263
HM+S,attack_flow,ctid,43,40,0.6,0.11461411841296712,0.09460459431376436,0,109,263
HM+S,attack_flow,ctid,43,40,0.7,0.1172125373979219,0.09526557985010313,0,109,263
HM+S,attack_flow,ctid,43,40,0.8,0.11626906550794998,0.09288745420161201,0,109,263
HM+S,attack_flow,ctid,43,40,0.9,0.11889595516795379,0.09394938442326677,0,109,263
HM+S,attack_flow,ctid,43,40,1.0,0.11833926996433013,0.0960989589544065,0,109,263
HM+S,attack_flow,ctid,43,60,0.0,0.10124688596287826,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,43,60,0.1,0.10150898120154372,0.11683849280334657,0,109,263
HM+S,attack_flow,ctid,43,60,0.2,0.0999023502899013,0.1160731885563608,0,109,263
HM+S,attack_flow,ctid,43,60,0.3,0.09851670029349315,0.11375479301847206,0,109,263
HM+S,attack_flow,ctid,43,60,0.4,0.09930612492385957,0.1102750829908679,0,109,263
HM+S,attack_flow,ctid,43,60,0.5,0.10511557351885678,0.10602235286575987,0,109,263
HM+S,attack_flow,ctid,43,60,0.6,0.11007472385005126,0.09690392625118993,0,109,263
HM+S,attack_flow,ctid,43,60,0.7,0.11405505402087139,0.09354110776766324,0,109,263
HM+S,attack_flow,ctid,43,60,0.8,0.11598196839495542,0.09379443425541133,0,109,263
HM+S,attack_flow,ctid,43,60,0.9,0.12107790087524202,0.09361074122067056,0,109,263
HM+S,attack_flow,ctid,43,60,1.0,0.1317536010684806,0.09292537521432326,0,109,263
HM+S,attack_flow,ctid,43,80,0.0,0.10124688596287826,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,43,80,0.1,0.10302877329105045,0.1194653081339796,0,109,263
HM+S,attack_flow,ctid,43,80,0.2,0.09883223052716875,0.11583945924746046,0,109,263
HM+S,attack_flow,ctid,43,80,0.3,0.09826098306118304,0.11269337369403336,0,109,263
HM+S,attack_flow,ctid,43,80,0.4,0.10649911241806305,0.11162559528298004,0,109,263
HM+S,attack_flow,ctid,43,80,0.5,0.11001378031042448,0.11007846852969923,0,109,263
HM+S,attack_flow,ctid,43,80,0.6,0.11725989848366658,0.10761383980093979,0,109,263
HM+S,attack_flow,ctid,43,80,0.7,0.12298953034547402,0.09867622969138838,0,109,263
HM+S,attack_flow,ctid,43,80,0.8,0.12874070254735454,0.09812347261027296,0,109,263
HM+S,attack_flow,ctid,43,80,0.9,0.1289647803796751,0.09980604491264788,0,109,263
HM+S,attack_flow,ctid,43,80,1.0,0.14787534786128617,0.1009233139126117,0,109,263
HM+S,attack_flow,ctid,43,100,0.0,0.10124688596287826,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,43,100,0.1,0.10116978640997745,0.11917655819814574,0,109,263
HM+S,attack_flow,ctid,43,100,0.2,0.09934464954735142,0.11950173139179857,0,109,263
HM+S,attack_flow,ctid,43,100,0.3,0.10263638159164445,0.11932237865335268,0,109,263
HM+S,attack_flow,ctid,43,100,0.4,0.10474123021281227,0.11784895583676405,0,109,263
HM+S,attack_flow,ctid,43,100,0.5,0.1082281341829427,0.11783874043858875,0,109,263
HM+S,attack_flow,ctid,43,100,0.6,0.11662027600551772,0.1124335243407846,0,109,263
HM+S,attack_flow,ctid,43,100,0.7,0.12939600862774348,0.10675515152230106,0,109,263
HM+S,attack_flow,ctid,43,100,0.8,0.13219707065194236,0.10541064309925996,0,109,263
HM+S,attack_flow,ctid,43,100,0.9,0.13356228801352726,0.10756346016516563,0,109,263
HM+S,attack_flow,ctid,43,100,1.0,0.13721852315127686,0.10499041443912278,0,109,263
HM+S,attack_flow,ctid,44,20,0.0,0.10821325635934269,0.12909526090771803,1,109,263
HM+S,attack_flow,ctid,44,20,0.1,0.10193217087080061,0.11534710805836265,0,109,263
HM+S,attack_flow,ctid,44,20,0.2,0.09845737927361234,0.11247259736143349,0,109,263
HM+S,attack_flow,ctid,44,20,0.3,0.10262758095211585,0.10837239173017973,0,109,263
HM+S,attack_flow,ctid,44,20,0.4,0.10555006773607764,0.09994928732413949,0,109,263
HM+S,attack_flow,ctid,44,20,0.5,0.10433419003376762,0.08819575163873514,0,109,263
HM+S,attack_flow,ctid,44,20,0.6,0.11255767800776437,0.0911491621679181,0,109,263
HM+S,attack_flow,ctid,44,20,0.7,0.11652477630390415,0.09496398511186688,0,109,263
HM+S,attack_flow,ctid,44,20,0.8,0.11727303161887662,0.09365981128702702,0,109,263
HM+S,attack_flow,ctid,44,20,0.9,0.11630735970630521,0.09126296822894123,0,109,263
HM+S,attack_flow,ctid,44,20,1.0,0.11272531614748642,0.09340009972249218,0,109,263
HM+S,attack_flow,ctid,44,40,0.0,0.10821325635934269,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,44,40,0.1,0.1026127155065715,0.11634609433431713,0,109,263
HM+S,attack_flow,ctid,44,40,0.2,0.10178056193072518,0.11597439819251001,0,109,263
HM+S,attack_flow,ctid,44,40,0.3,0.10088670109765166,0.11473086636400083,0,109,263
HM+S,attack_flow,ctid,44,40,0.4,0.10283459237440758,0.10576282106911009,0,109,263
HM+S,attack_flow,ctid,44,40,0.5,0.11269159359789904,0.10014930579417751,0,109,263
HM+S,attack_flow,ctid,44,40,0.6,0.11489459318912894,0.09460459431376436,0,109,263
HM+S,attack_flow,ctid,44,40,0.7,0.11633549403016226,0.09526557985010313,0,109,263
HM+S,attack_flow,ctid,44,40,0.8,0.12084627749304681,0.09288745420161201,0,109,263
HM+S,attack_flow,ctid,44,40,0.9,0.12564024826027412,0.09394938442326677,0,109,263
HM+S,attack_flow,ctid,44,40,1.0,0.13245149993418837,0.0960989589544065,0,109,263
HM+S,attack_flow,ctid,44,60,0.0,0.10821325635934269,0.12909526090771803,0,109,263
HM+S,attack_flow,ctid,44,60,0.1,0.10244358029637206,0.11683849280334657,0,109,263
HM+S,attack_flow,ctid,44,60,0.2,0.10122128958849756,0.1160731885563608,0,109,263
HM+S,attack_flow,ctid,44,60,0.3,0.10034303061895786,0.11375479301847206,0,109,263
HM+S,attack_flow,ctid,44,60,0.4,0.10036137937317599,0.1102750829908679,0,109,263
HM+S,attack_flow,ctid,44,60,0.5,0.10962107083217805,0.10602235286575987,0,109,263
