method,held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
HM+P,ctid,stockpile,42,100,0.5,0.10086684458117386,0.08570681101204328,0,412,109
HM+P,ctid,stockpile,42,100,0.6,0.09268398878887278,0.08082660623187371,0,412,109
HM+P,ctid,stockpile,42,100,0.7,0.08457924334208615,0.07223860289434914,0,412,109
HM+P,ctid,stockpile,42,100,0.8,0.04127645498978595,0.05970988551967291,0,412,109
HM+P,ctid,stockpile,42,100,0.9,0.0361954443294838,0.054019723762485296,0,412,109
HM+P,ctid,stockpile,42,100,1.0,0.03276987740025165,0.05281269752823407,0,412,109
HM+P,ctid,stockpile,43,20,0.0,0.1372791209716135,0.10532388305352063,1,412,109
HM+P,ctid,stockpile,43,20,0.1,0.13997557243843653,0.10483717722808394,0,412,109
HM+P,ctid,stockpile,43,20,0.2,0.12143752220857021,0.0967420591743261,0,412,109
HM+P,ctid,stockpile,43,20,0.3,0.11401803658178612,0.09215743627287255,0,412,109
HM+P,ctid,stockpile,43,20,0.4,0.10757180374705867,0.08940258346805774,0,412,109
HM+P,ctid,stockpile,43,20,0.5,0.10497980303973271,0.08664058131224511,0,412,109
HM+P,ctid,stockpile,43,20,0.6,0.08134893457613278,0.07521597570840491,0,412,109
HM+P,ctid,stockpile,43,20,0.7,0.07169877223495653,0.06768378993365891,0,412,109
HM+P,ctid,stockpile,43,20,0.8,0.06526857476648351,0.06427992501685957,0,412,109
HM+P,ctid,stockpile,43,20,0.9,0.06519584254527955,0.06337331365444993,0,412,109
HM+P,ctid,stockpile,43,20,1.0,0.06519584254527955,0.06295331307647566,0,412,109
HM+P,ctid,stockpile,43,40,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,43,40,0.1,0.13134210912274719,0.10413869255486359,0,412,109
HM+P,ctid,stockpile,43,40,0.2,0.1189475881716206,0.09582822957686617,0,412,109
HM+P,ctid,stockpile,43,40,0.3,0.11155581603214715,0.09272406446570873,0,412,109
HM+P,ctid,stockpile,43,40,0.4,0.10541080856135882,0.09161753346817074,0,412,109
HM+P,ctid,stockpile,43,40,0.5,0.10485117950912051,0.08754592371231837,0,412,109
HM+P,ctid,stockpile,43,40,0.6,0.10264491153095265,0.0859624750952528,0,412,109
HM+P,ctid,stockpile,43,40,0.7,0.0739972568198869,0.06920950434622722,0,412,109
HM+P,ctid,stockpile,43,40,0.8,0.06612441972854038,0.06550428364018974,0,412,109
HM+P,ctid,stockpile,43,40,0.9,0.06312662777168719,0.06346668476442457,0,412,109
HM+P,ctid,stockpile,43,40,1.0,0.06349964701263151,0.06342328898261948,0,412,109
HM+P,ctid,stockpile,43,60,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,43,60,0.1,0.1308836236022058,0.10437340221481287,0,412,109
HM+P,ctid,stockpile,43,60,0.2,0.12049635560889335,0.09678957763620401,0,412,109
HM+P,ctid,stockpile,43,60,0.3,0.1132924093771563,0.09504828888625902,0,412,109
HM+P,ctid,stockpile,43,60,0.4,0.1028683294882665,0.09111686185786963,0,412,109
HM+P,ctid,stockpile,43,60,0.5,0.10336494783045973,0.089105771596793,0,412,109
HM+P,ctid,stockpile,43,60,0.6,0.10122961352312573,0.08537801560125394,0,412,109
HM+P,ctid,stockpile,43,60,0.7,0.07581995310070459,0.07507362307887652,0,412,109
HM+P,ctid,stockpile,43,60,0.8,0.06649110733786029,0.06606179811442085,0,412,109
HM+P,ctid,stockpile,43,60,0.9,0.06378240659016456,0.0648935444574621,0,412,109
HM+P,ctid,stockpile,43,60,1.0,0.06045513064770541,0.0636516346212776,0,412,109
HM+P,ctid,stockpile,43,80,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,43,80,0.1,0.1349588957242369,0.10433768204769393,0,412,109
HM+P,ctid,stockpile,43,80,0.2,0.12521869017227458,0.09714476966957482,0,412,109
HM+P,ctid,stockpile,43,80,0.3,0.11774222634112534,0.09476443665809428,0,412,109
HM+P,ctid,stockpile,43,80,0.4,0.10434743750419682,0.09034367778809757,0,412,109
HM+P,ctid,stockpile,43,80,0.5,0.09807163725118573,0.08854025879782916,0,412,109
HM+P,ctid,stockpile,43,80,0.6,0.08952792077132674,0.08512509024966328,0,412,109
HM+P,ctid,stockpile,43,80,0.7,0.07382999042284512,0.07780462642378788,0,412,109
HM+P,ctid,stockpile,43,80,0.8,0.068221306769317,0.06852609282091567,0,412,109
HM+P,ctid,stockpile,43,80,0.9,0.06825858210901246,0.06298262888031424,0,412,109
HM+P,ctid,stockpile,43,80,1.0,0.06467562567048102,0.06055357971224577,0,412,109
HM+P,ctid,stockpile,43,100,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,43,100,0.1,0.13481672424379618,0.10403781618308283,0,412,109
HM+P,ctid,stockpile,43,100,0.2,0.12044180027597803,0.09852303610300105,0,412,109
HM+P,ctid,stockpile,43,100,0.3,0.1098672453754146,0.09478867239001731,0,412,109
HM+P,ctid,stockpile,43,100,0.4,0.09881261615732961,0.09030194801499955,0,412,109
HM+P,ctid,stockpile,43,100,0.5,0.09011247595707704,0.08570681101204328,0,412,109
HM+P,ctid,stockpile,43,100,0.6,0.0851660411417673,0.08082660623187371,0,412,109
HM+P,ctid,stockpile,43,100,0.7,0.07222878174914595,0.07223860289434914,0,412,109
HM+P,ctid,stockpile,43,100,0.8,0.05645489629639469,0.05970988551967291,0,412,109
HM+P,ctid,stockpile,43,100,0.9,0.04507740523114737,0.054019723762485296,0,412,109
HM+P,ctid,stockpile,43,100,1.0,0.04307542230029431,0.05281269752823407,0,412,109
HM+P,ctid,stockpile,44,20,0.0,0.13268322000079613,0.10532388305352063,1,412,109
HM+P,ctid,stockpile,44,20,0.1,0.1273997923093961,0.10483717722808394,0,412,109
HM+P,ctid,stockpile,44,20,0.2,0.10834858678172926,0.0967420591743261,0,412,109
HM+P,ctid,stockpile,44,20,0.3,0.09938001537599339,0.09215743627287255,0,412,109
HM+P,ctid,stockpile,44,20,0.4,0.101965387917365,0.08940258346805774,0,412,109
HM+P,ctid,stockpile,44,20,0.5,0.09264213201082654,0.08664058131224511,0,412,109
HM+P,ctid,stockpile,44,20,0.6,0.07768015308431532,0.07521597570840491,0,412,109
HM+P,ctid,stockpile,44,20,0.7,0.07016496540651686,0.06768378993365891,0,412,109
HM+P,ctid,stockpile,44,20,0.8,0.06430416068822707,0.06427992501685957,0,412,109
HM+P,ctid,stockpile,44,20,0.9,0.064627186082835,0.06337331365444993,0,412,109
HM+P,ctid,stockpile,44,20,1.0,0.06349964701263151,0.06295331307647566,0,412,109
HM+P,ctid,stockpile,44,40,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,44,40,0.1,0.11968117061671658,0.10413869255486359,0,412,109
HM+P,ctid,stockpile,44,40,0.2,0.1132260917750922,0.09582822957686617,0,412,109
HM+P,ctid,stockpile,44,40,0.3,0.10052985682545472,0.09272406446570873,0,412,109
HM+P,ctid,stockpile,44,40,0.4,0.10204340652807149,0.09161753346817074,0,412,109
HM+P,ctid,stockpile,44,40,0.5,0.09424891234441642,0.08754592371231837,0,412,109
HM+P,ctid,stockpile,44,40,0.6,0.09740154754998691,0.0859624750952528,0,412,109
HM+P,ctid,stockpile,44,40,0.7,0.07278335664503637,0.06920950434622722,0,412,109
HM+P,ctid,stockpile,44,40,0.8,0.0633777719188324,0.06550428364018974,0,412,109
HM+P,ctid,stockpile,44,40,0.9,0.06312662777168719,0.06346668476442457,0,412,109
HM+P,ctid,stockpile,44,40,1.0,0.06349964701263151,0.06342328898261948,0,412,109
HM+P,ctid,stockpile,44,60,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,44,60,0.1,0.11697402585100354,0.10437340221481287,0,412,109
HM+P,ctid,stockpile,44,60,0.2,0.11301766058560242,0.09678957763620401,0,412,109
HM+P,ctid,stockpile,44,60,0.3,0.10250063141894224,0.09504828888625902,0,412,109
HM+P,ctid,stockpile,44,60,0.4,0.09896848724020534,0.09111686185786963,0,412,109
HM+P,ctid,stockpile,44,60,0.5,0.09470797134779382,0.089105771596793,0,412,109
HM+P,ctid,stockpile,44,60,0.6,0.08973548095673027,0.08537801560125394,0,412,109
HM+P,ctid,stockpile,44,60,0.7,0.07897327775201524,0.07507362307887652,0,412,109
HM+P,ctid,stockpile,44,60,0.8,0.06648616627075042,0.06606179811442085,0,412,109
HM+P,ctid,stockpile,44,60,0.9,0.06355450506547332,0.0648935444574621,0,412,109
HM+P,ctid,stockpile,44,60,1.0,0.06349964701263151,0.0636516346212776,0,412,109
HM+P,ctid,stockpile,44,80,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,44,80,0.1,0.11843648117619983,0.10433768204769393,0,412,109
HM+P,ctid,stockpile,44,80,0.2,0.11498907733317718,0.09714476966957482,0,412,109
HM+P,ctid,stockpile,44,80,0.3,0.10076205940777848,0.09476443665809428,0,412,109
HM+P,ctid,stockpile,44,80,0.4,0.10406290925640709,0.09034367778809757,0,412,109
HM+P,ctid,stockpile,44,80,0.5,0.09747696122751442,0.08854025879782916,0,412,109
HM+P,ctid,stockpile,44,80,0.6,0.10041490152378295,0.08512509024966328,0,412,109
HM+P,ctid,stockpile,44,80,0.7,0.0875842871649614,0.07780462642378788,0,412,109
HM+P,ctid,stockpile,44,80,0.8,0.07449756897596034,0.06852609282091567,0,412,109
HM+P,ctid,stockpile,44,80,0.9,0.06417997154676605,0.06298262888031424,0,412,109
HM+P,ctid,stockpile,44,80,1.0,0.06223650032665545,0.06055357971224577,0,412,109
HM+P,ctid,stockpile,44,100,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,44,100,0.1,0.11843648117619983,0.10403781618308283,0,412,109
HM+P,ctid,stockpile,44,100,0.2,0.11333960895847482,0.09852303610300105,0,412,109
HM+P,ctid,stockpile,44,100,0.3,0.10561454048107731,0.09478867239001731,0,412,109
HM+P,ctid,stockpile,44,100,0.4,0.0927770217602356,0.09030194801499955,0,412,109
HM+P,ctid,stockpile,44,100,0.5,0.08982158119113594,0.08570681101204328,0,412,109
HM+P,ctid,stockpile,44,100,0.6,0.08615471851008581,0.08082660623187371,0,412,109
HM+P,ctid,stockpile,44,100,0.7,0.0774851707500149,0.07223860289434914,0,412,109
HM+P,ctid,stockpile,44,100,0.8,0.05088978668782979,0.05970988551967291,0,412,109
HM+P,ctid,stockpile,44,100,0.9,0.046741572504630076,0.054019723762485296,0,412,109
HM+P,ctid,stockpile,44,100,1.0,0.05475399746527017,0.05281269752823407,0,412,109
HM+P,ctid,stockpile,45,20,0.0,0.13540560612879915,0.10532388305352063,1,412,109
HM+P,ctid,stockpile,45,20,0.1,0.13353838665142395,0.10483717722808394,0,412,109
HM+P,ctid,stockpile,45,20,0.2,0.11147859860202768,0.0967420591743261,0,412,109
HM+P,ctid,stockpile,45,20,0.3,0.10553966207062022,0.09215743627287255,0,412,109
HM+P,ctid,stockpile,45,20,0.4,0.10514050818812037,0.08940258346805774,0,412,109
HM+P,ctid,stockpile,45,20,0.5,0.10399044791322758,0.08664058131224511,0,412,109
HM+P,ctid,stockpile,45,20,0.6,0.09885229987323284,0.07521597570840491,0,412,109
HM+P,ctid,stockpile,45,20,0.7,0.06724750081008844,0.06768378993365891,0,412,109
HM+P,ctid,stockpile,45,20,0.8,0.06398247273374406,0.06427992501685957,0,412,109
HM+P,ctid,stockpile,45,20,0.9,0.06312662777168719,0.06337331365444993,0,412,109
HM+P,ctid,stockpile,45,20,1.0,0.06349964701263151,0.06295331307647566,0,412,109
HM+P,ctid,stockpile,45,40,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,45,40,0.1,0.13197347277569124,0.10413869255486359,0,412,109
HM+P,ctid,stockpile,45,40,0.2,0.11031647635669453,0.09582822957686617,0,412,109
HM+P,ctid,stockpile,45,40,0.3,0.10536482436053965,0.09272406446570873,0,412,109
HM+P,ctid,stockpile,45,40,0.4,0.10796758511791874,0.09161753346817074,0,412,109
HM+P,ctid,stockpile,45,40,0.5,0.10665616306749302,0.08754592371231837,0,412,109
HM+P,ctid,stockpile,45,40,0.6,0.10274599718755836,0.0859624750952528,0,412,109
HM+P,ctid,stockpile,45,40,0.7,0.07579178633245869,0.06920950434622722,0,412,109
HM+P,ctid,stockpile,45,40,0.8,0.06597703954195877,0.06550428364018974,0,412,109
HM+P,ctid,stockpile,45,40,0.9,0.06233603481142946,0.06346668476442457,0,412,109
HM+P,ctid,stockpile,45,40,1.0,0.06349964701263151,0.06342328898261948,0,412,109
HM+P,ctid,stockpile,45,60,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,45,60,0.1,0.13024364112035855,0.10437340221481287,0,412,109
HM+P,ctid,stockpile,45,60,0.2,0.11435288952172434,0.09678957763620401,0,412,109
HM+P,ctid,stockpile,45,60,0.3,0.1133674979318094,0.09504828888625902,0,412,109
HM+P,ctid,stockpile,45,60,0.4,0.10523020516290853,0.09111686185786963,0,412,109
HM+P,ctid,stockpile,45,60,0.5,0.10207754793853269,0.089105771596793,0,412,109
HM+P,ctid,stockpile,45,60,0.6,0.09820392817113294,0.08537801560125394,0,412,109
HM+P,ctid,stockpile,45,60,0.7,0.06902051545252649,0.07507362307887652,0,412,109
HM+P,ctid,stockpile,45,60,0.8,0.06481255299452619,0.06606179811442085,0,412,109
HM+P,ctid,stockpile,45,60,0.9,0.06323030715980466,0.0648935444574621,0,412,109
HM+P,ctid,stockpile,45,60,1.0,0.06432307512994441,0.0636516346212776,0,412,109
HM+P,ctid,stockpile,45,80,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,45,80,0.1,0.1368832360963117,0.10433768204769393,0,412,109
HM+P,ctid,stockpile,45,80,0.2,0.11683567481639827,0.09714476966957482,0,412,109
HM+P,ctid,stockpile,45,80,0.3,0.11561477889706885,0.09476443665809428,0,412,109
HM+P,ctid,stockpile,45,80,0.4,0.10239650027758296,0.09034367778809757,0,412,109
HM+P,ctid,stockpile,45,80,0.5,0.1088869466564546,0.08854025879782916,0,412,109
HM+P,ctid,stockpile,45,80,0.6,0.10137474277471475,0.08512509024966328,0,412,109
HM+P,ctid,stockpile,45,80,0.7,0.07961867629466671,0.07780462642378788,0,412,109
HM+P,ctid,stockpile,45,80,0.8,0.06722375374989606,0.06852609282091567,0,412,109
HM+P,ctid,stockpile,45,80,0.9,0.05581626890853871,0.06298262888031424,0,412,109
HM+P,ctid,stockpile,45,80,1.0,0.05669226984427362,0.06055357971224577,0,412,109
HM+P,ctid,stockpile,45,100,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,45,100,0.1,0.12754042941724894,0.10403781618308283,0,412,109
HM+P,ctid,stockpile,45,100,0.2,0.11613857466120497,0.09852303610300105,0,412,109
HM+P,ctid,stockpile,45,100,0.3,0.11354856235906616,0.09478867239001731,0,412,109
HM+P,ctid,stockpile,45,100,0.4,0.10112544465254775,0.09030194801499955,0,412,109
HM+P,ctid,stockpile,45,100,0.5,0.10183895246000592,0.08570681101204328,0,412,109
HM+P,ctid,stockpile,45,100,0.6,0.08427337647187903,0.08082660623187371,0,412,109
HM+P,ctid,stockpile,45,100,0.7,0.05772888386803898,0.07223860289434914,0,412,109
HM+P,ctid,stockpile,45,100,0.8,0.05127863231325942,0.05970988551967291,0,412,109
HM+P,ctid,stockpile,45,100,0.9,0.053325632932878446,0.054019723762485296,0,412,109
HM+P,ctid,stockpile,45,100,1.0,0.04490845434412582,0.05281269752823407,0,412,109
HM+P,ctid,stockpile,46,20,0.0,0.13151197789953584,0.10532388305352063,1,412,109
HM+P,ctid,stockpile,46,20,0.1,0.1395395752794187,0.10483717722808394,0,412,109
HM+P,ctid,stockpile,46,20,0.2,0.12061996810274882,0.0967420591743261,0,412,109
HM+P,ctid,stockpile,46,20,0.3,0.10523843969551995,0.09215743627287255,0,412,109
HM+P,ctid,stockpile,46,20,0.4,0.10445679029754938,0.08940258346805774,0,412,109
HM+P,ctid,stockpile,46,20,0.5,0.10060714702018592,0.08664058131224511,0,412,109
HM+P,ctid,stockpile,46,20,0.6,0.07499433401195257,0.07521597570840491,0,412,109
HM+P,ctid,stockpile,46,20,0.7,0.06541078642001683,0.06768378993365891,0,412,109
HM+P,ctid,stockpile,46,20,0.8,0.06377134112077812,0.06427992501685957,0,412,109
HM+P,ctid,stockpile,46,20,0.9,0.06414436036172246,0.06337331365444993,0,412,109
HM+P,ctid,stockpile,46,20,1.0,0.06349964701263151,0.06295331307647566,0,412,109
HM+P,ctid,stockpile,46,40,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,46,40,0.1,0.1329154788840275,0.10413869255486359,0,412,109
HM+P,ctid,stockpile,46,40,0.2,0.11474410393277006,0.09582822957686617,0,412,109
HM+P,ctid,stockpile,46,40,0.3,0.10609479505840656,0.09272406446570873,0,412,109
HM+P,ctid,stockpile,46,40,0.4,0.10534146410885897,0.09161753346817074,0,412,109
HM+P,ctid,stockpile,46,40,0.5,0.10407901609410758,0.08754592371231837,0,412,109
HM+P,ctid,stockpile,46,40,0.6,0.1032246175698522,0.0859624750952528,0,412,109
HM+P,ctid,stockpile,46,40,0.7,0.07042884611456746,0.06920950434622722,0,412,109
HM+P,ctid,stockpile,46,40,0.8,0.06365944733913614,0.06550428364018974,0,412,109
HM+P,ctid,stockpile,46,40,0.9,0.06273305856974146,0.06346668476442457,0,412,109
HM+P,ctid,stockpile,46,40,1.0,0.06349964701263151,0.06342328898261948,0,412,109
HM+P,ctid,stockpile,46,60,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,46,60,0.1,0.1328767614837316,0.10437340221481287,0,412,109
HM+P,ctid,stockpile,46,60,0.2,0.11351880947858889,0.09678957763620401,0,412,109
HM+P,ctid,stockpile,46,60,0.3,0.10683703590391813,0.09504828888625902,0,412,109
HM+P,ctid,stockpile,46,60,0.4,0.10665195741400231,0.09111686185786963,0,412,109
HM+P,ctid,stockpile,46,60,0.5,0.10496444183380331,0.089105771596793,0,412,109
HM+P,ctid,stockpile,46,60,0.6,0.09214883467307738,0.08537801560125394,0,412,109
HM+P,ctid,stockpile,46,60,0.7,0.09535568130214636,0.07507362307887652,0,412,109
HM+P,ctid,stockpile,46,60,0.8,0.06303891981580388,0.06606179811442085,0,412,109
HM+P,ctid,stockpile,46,60,0.9,0.059933309196184684,0.0648935444574621,0,412,109
HM+P,ctid,stockpile,46,60,1.0,0.060263303897942926,0.0636516346212776,0,412,109
HM+P,ctid,stockpile,46,80,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,46,80,0.1,0.1327345333634666,0.10433768204769393,0,412,109
HM+P,ctid,stockpile,46,80,0.2,0.11382964855173085,0.09714476966957482,0,412,109
HM+P,ctid,stockpile,46,80,0.3,0.10868614966190498,0.09476443665809428,0,412,109
HM+P,ctid,stockpile,46,80,0.4,0.10247605695702029,0.09034367778809757,0,412,109
HM+P,ctid,stockpile,46,80,0.5,0.10235842930889082,0.08854025879782916,0,412,109
HM+P,ctid,stockpile,46,80,0.6,0.08942813513108784,0.08512509024966328,0,412,109
HM+P,ctid,stockpile,46,80,0.7,0.0880508735583417,0.07780462642378788,0,412,109
HM+P,ctid,stockpile,46,80,0.8,0.06520418904877147,0.06852609282091567,0,412,109
HM+P,ctid,stockpile,46,80,0.9,0.047291405507400436,0.06298262888031424,0,412,109
HM+P,ctid,stockpile,46,80,1.0,0.04922910484471834,0.06055357971224577,0,412,109
HM+P,ctid,stockpile,46,100,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+P,ctid,stockpile,46,100,0.1,0.132644570203951,0.10403781618308283,0,412,109
HM+P,ctid,stockpile,46,100,0.2,0.13470752680341103,0.09852303610300105,0,412,109
HM+P,ctid,stockpile,46,100,0.3,0.11010523426322447,0.09478867239001731,0,412,109
HM+P,ctid,stockpile,46,100,0.4,0.11220210044410385,0.09030194801499955,0,412,109
HM+P,ctid,stockpile,46,100,0.5,0.10882845716975345,0.08570681101204328,0,412,109
HM+P,ctid,stockpile,46,100,0.6,0.09454337060635225,0.08082660623187371,0,412,109
HM+P,ctid,stockpile,46,100,0.7,0.08425093934248934,0.07223860289434914,0,412,109
HM+P,ctid,stockpile,46,100,0.8,0.06862186381415636,0.05970988551967291,0,412,109
HM+P,ctid,stockpile,46,100,0.9,0.03955312919665263,0.054019723762485296,0,412,109
HM+P,ctid,stockpile,46,100,1.0,0.03699713451962841,0.05281269752823407,0,412,109
HM+P,stockpile,attack_flow,42,20,0.0,0.18465453482102098,0.18306874644018506,0,263,412
HM+P,stockpile,attack_flow,42,20,0.1,0.18481022434849184,0.18458152939674083,0,263,412
HM+P,stockpile,attack_flow,42,20,0.2,0.18697456980049862,0.18584663395280357,0,263,412
HM+P,stockpile,attack_flow,42,20,0.3,0.18873525336519253,0.18781271105832015,0,263,412
HM+P,stockpile,attack_flow,42,20,0.4,0.1929269012057048,0.1895788091106077,0,263,412
HM+P,stockpile,attack_flow,42,20,0.5,0.19654316921610468,0.1910188530769794,0,263,412
HM+P,stockpile,attack_flow,42,20,0.6,0.19778314909160777,0.1920906528884025,0,263,412
HM+P,stockpile,attack_flow,42,20,0.7,0.19880136779331228,0.19284295373681745,0,263,412
HM+P,stockpile,attack_flow,42,20,0.8,0.19459147996836254,0.1936518491459295,0,263,412
HM+P,stockpile,attack_flow,42,20,0.9,0.19653519813633227,0.19495989376653247,0,263,412
HM+P,stockpile,attack_flow,42,20,1.0,0.20015227154237344,0.20039933895032597,1,263,412
HM+P,stockpile,attack_flow,42,40,0.0,0.18465453482102098,0.18306874644018506,0,263,412
HM+P,stockpile,attack_flow,42,40,0.1,0.18433868722501817,0.18451034926906287,0,263,412
HM+P,stockpile,attack_flow,42,40,0.2,0.1852024767459991,0.18565629207189033,0,263,412
HM+P,stockpile,attack_flow,42,40,0.3,0.18940728256124054,0.18728902866313427,0,263,412
HM+P,stockpile,attack_flow,42,40,0.4,0.1919007284115843,0.1884778720178995,0,263,412
HM+P,stockpile,attack_flow,42,40,0.5,0.19427403770178894,0.19213602989720482,0,263,412
HM+P,stockpile,attack_flow,42,40,0.6,0.19584352803881877,0.19242249921135493,0,263,412
HM+P,stockpile,attack_flow,42,40,0.7,0.1983685656894617,0.19347639285673354,0,263,412
HM+P,stockpile,attack_flow,42,40,0.8,0.20173631924400626,0.195475921429683,0,263,412
HM+P,stockpile,attack_flow,42,40,0.9,0.1965609946072704,0.19341881482862583,0,263,412
HM+P,stockpile,attack_flow,42,40,1.0,0.19554549489765255,0.19787417490586318,0,263,412
HM+P,stockpile,attack_flow,42,60,0.0,0.18465453482102098,0.18306874644018506,0,263,412
HM+P,stockpile,attack_flow,42,60,0.1,0.1854664321883368,0.1841328392224806,0,263,412
HM+P,stockpile,attack_flow,42,60,0.2,0.18449360158935546,0.18459749628196356,0,263,412
HM+P,stockpile,attack_flow,42,60,0.3,0.18680622647739975,0.18562133974222367,0,263,412
HM+P,stockpile,attack_flow,42,60,0.4,0.18958497276948483,0.18684753530893522,0,263,412
HM+P,stockpile,attack_flow,42,60,0.5,0.19105287676371838,0.18907028244584556,0,263,412
HM+P,stockpile,attack_flow,42,60,0.6,0.19185721143716844,0.1898606625539212,0,263,412
HM+P,stockpile,attack_flow,42,60,0.7,0.19649111985462256,0.19076510579580339,0,263,412
HM+P,stockpile,attack_flow,42,60,0.8,0.19793368237726888,0.1922027555032792,0,263,412
HM+P,stockpile,attack_flow,42,60,0.9,0.1893353860796543,0.18865248601401707,0,263,412
HM+P,stockpile,attack_flow,42,60,1.0,0.18648172327258747,0.18632122594025485,0,263,412
HM+P,stockpile,attack_flow,42,80,0.0,0.18465453482102098,0.18306874644018506,0,263,412
HM+P,stockpile,attack_flow,42,80,0.1,0.1857257776062473,0.18336156374797274,0,263,412
HM+P,stockpile,attack_flow,42,80,0.2,0.1867286921470203,0.18457372216453366,0,263,412
HM+P,stockpile,attack_flow,42,80,0.3,0.18921128856462208,0.18492748756505578,0,263,412
HM+P,stockpile,attack_flow,42,80,0.4,0.19104759753106634,0.1856338824497855,0,263,412
HM+P,stockpile,attack_flow,42,80,0.5,0.1918786533222507,0.18768699940206254,0,263,412
HM+P,stockpile,attack_flow,42,80,0.6,0.1935453782810256,0.1870827654516533,0,263,412
HM+P,stockpile,attack_flow,42,80,0.7,0.1988251687167494,0.18900949168460746,0,263,412
HM+P,stockpile,attack_flow,42,80,0.8,0.20017484676191738,0.1910396531828225,0,263,412
HM+P,stockpile,attack_flow,42,80,0.9,0.1955033325866148,0.1902396083788401,0,263,412
HM+P,stockpile,attack_flow,42,80,1.0,0.1958419325484134,0.18633546599028572,0,263,412
HM+P,stockpile,attack_flow,42,100,0.0,0.18465453482102098,0.18306874644018506,0,263,412
HM+P,stockpile,attack_flow,42,100,0.1,0.1852057116335647,0.18344158943538658,0,263,412
HM+P,stockpile,attack_flow,42,100,0.2,0.1838441081227939,0.18507113576303832,0,263,412
HM+P,stockpile,attack_flow,42,100,0.3,0.18432817686149097,0.18516235283250632,0,263,412
HM+P,stockpile,attack_flow,42,100,0.4,0.1854536419570137,0.18608840680765273,0,263,412
HM+P,stockpile,attack_flow,42,100,0.5,0.18347641380208032,0.1883331687161827,0,263,412
HM+P,stockpile,attack_flow,42,100,0.6,0.18331752015940342,0.18705544221438658,0,263,412
HM+P,stockpile,attack_flow,42,100,0.7,0.18204194421731276,0.18889849313569992,0,263,412
HM+P,stockpile,attack_flow,42,100,0.8,0.18084285895664962,0.19039119575416424,0,263,412
HM+P,stockpile,attack_flow,42,100,0.9,0.17165510718878946,0.1889003355202644,0,263,412
HM+P,stockpile,attack_flow,42,100,1.0,0.15916348605298422,0.18320414519110517,0,263,412
HM+P,stockpile,attack_flow,43,20,0.0,0.18468215635939758,0.18306874644018506,0,263,412
HM+P,stockpile,attack_flow,43,20,0.1,0.1846298964555177,0.18458152939674083,0,263,412
HM+P,stockpile,attack_flow,43,20,0.2,0.18614872553235054,0.18584663395280357,0,263,412
HM+P,stockpile,attack_flow,43,20,0.3,0.1875812491840487,0.18781271105832015,0,263,412
HM+P,stockpile,attack_flow,43,20,0.4,0.1903357340901031,0.1895788091106077,0,263,412
HM+P,stockpile,attack_flow,43,20,0.5,0.19167872432404348,0.1910188530769794,0,263,412
HM+P,stockpile,attack_flow,43,20,0.6,0.19266054423412188,0.1920906528884025,0,263,412
HM+P,stockpile,attack_flow,43,20,0.7,0.19450227565409636,0.19284295373681745,0,263,412
HM+P,stockpile,attack_flow,43,20,0.8,0.18950036797487602,0.1936518491459295,0,263,412
HM+P,stockpile,attack_flow,43,20,0.9,0.19347603727857843,0.19495989376653247,0,263,412
HM+P,stockpile,attack_flow,43,20,1.0,0.19665294681813353,0.20039933895032597,1,263,412
HM+P,stockpile,attack_flow,43,40,0.0,0.18468215635939758,0.18306874644018506,0,263,412
HM+P,stockpile,attack_flow,43,40,0.1,0.18447408859354264,0.18451034926906287,0,263,412
HM+P,stockpile,attack_flow,43,40,0.2,0.1862067258274058,0.18565629207189033,0,263,412
HM+P,stockpile,attack_flow,43,40,0.3,0.18725406578770812,0.18728902866313427,0,263,412
HM+P,stockpile,attack_flow,43,40,0.4,0.18880223423390932,0.1884778720178995,0,263,412
HM+P,stockpile,attack_flow,43,40,0.5,0.18955777763755033,0.19213602989720482,0,263,412
HM+P,stockpile,attack_flow,43,40,0.6,0.19116022128404594,0.19242249921135493,0,263,412
