held_out_source,method,stratum,group,rows,campaigns,inferentially_eligible,campaign_macro_ndcg5,campaign_macro_hit5,campaign_macro_precision5,campaign_macro_recall5
ctid,HM,prefix_len,26,5,5,0,0.12828248115407828,0.6,0.12000000000000002,0.2333333333333333
ctid,HM,prefix_len,27,4,4,0,0.05930188916912246,0.3,0.060000000000000005,0.10833333333333334
ctid,HM,prefix_len,28,4,4,0,0.21032003811866762,0.5,0.1,0.20833333333333331
ctid,HM,prefix_len,29,4,4,0,0.09334159843477355,0.25,0.09,0.15
ctid,HM,prefix_len,3,10,10,0,0.044542845578838634,0.18,0.036,0.06
ctid,HM,prefix_len,30,4,4,0,0.2693211206933072,0.75,0.19,0.31666666666666665
ctid,HM,prefix_len,31,4,4,0,0.173836313686416,0.5,0.1,0.2
ctid,HM,prefix_len,32,4,4,0,0.22341906481239293,0.7,0.14,0.26666666666666666
ctid,HM,prefix_len,33,3,3,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,34,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,35,2,2,0,0.11859885638464811,0.5,0.1,0.25
ctid,HM,prefix_len,36,2,2,0,0.4124054392433636,1.0,0.2,0.6666666666666666
ctid,HM,prefix_len,37,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,38,1,1,0,0.1938811249152696,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,39,1,1,0,0.2960819109658652,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,4,10,10,0,0.2112582598258285,0.62,0.14400000000000002,0.24
ctid,HM,prefix_len,40,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,41,1,1,0,0.18154179253735267,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,42,1,1,0,0.29385574520455127,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,43,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,44,1,1,0,0.7162065986250321,1.0,0.4,0.6666666666666666
ctid,HM,prefix_len,45,1,1,0,0.4692787260227565,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,46,1,1,0,0.2469278726022756,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,47,1,1,0,0.217513445614407,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,48,1,1,0,0.18154179253735267,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,49,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,5,9,9,0,0.10396980671839114,0.2888888888888889,0.08000000000000002,0.13333333333333333
ctid,HM,prefix_len,50,1,1,0,0.18154179253735267,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,51,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,52,1,1,0,0.4692787260227565,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,53,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,54,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,55,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,56,1,1,0,0.03630835850747054,0.2,0.04,0.06666666666666667
ctid,HM,prefix_len,57,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,58,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,59,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,6,10,10,0,0.10275274185909607,0.42000000000000004,0.084,0.13999999999999999
ctid,HM,prefix_len,60,1,1,0,0.4692787260227565,1.0,0.2,0.3333333333333333
ctid,HM,prefix_len,61,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,62,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,63,1,1,0,0.0,0.0,0.0,0.0
ctid,HM,prefix_len,64,1,1,0,0.0,0.0,0.0,0.0
