scope,comparison,metric,point_estimate,ci95_low,ci95_high,replicates,seed
source_equal_overall,HM+S-HM+R,precision5,0.0,0.0,0.0,2000,20260807
source_equal_overall,HM+S-HM+R,recall5,0.0,0.0,0.0,2000,20260807
source_equal_overall,HM+S-A,ndcg5,-0.041618654643053164,-0.06628640047344155,-0.019413796276065706,2000,20260807
source_equal_overall,HM+S-A,hit5,-0.07173138513616271,-0.1211109045775112,-0.023835514494089695,2000,20260807
source_equal_overall,HM+S-A,precision5,-0.019086553871966883,-0.029799584165391392,-0.008937290683112623,2000,20260807
source_equal_overall,HM+S-A,recall5,-0.04709949141373871,-0.0777069367266514,-0.019275101159565527,2000,20260807
source_equal_overall,HM+P-HM,ndcg5,-0.014374971769592827,-0.021934337206098064,-0.00799235937688402,2000,20260807
source_equal_overall,HM+P-HM,hit5,-0.031019237963682406,-0.049486801778468446,-0.014104587542087543,2000,20260807
source_equal_overall,HM+P-HM,precision5,-0.006368456646234424,-0.010068462401795736,-0.003037317620650955,2000,20260807
source_equal_overall,HM+P-HM,recall5,-0.014649042658301916,-0.023568873684614425,-0.0065607328628162044,2000,20260807
