architecture,held_out_source,inner_training_source,inner_validation_source,learning_rate,seed,epoch,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
LSTM,stockpile,attack_flow,ctid,0.0003,43,80,0.21171906650945732,0.1878233961862376,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,43,100,0.21228638461113655,0.1872847001785163,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,44,20,0.2061766584317605,0.19487278497543137,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,44,40,0.20782377462289509,0.19943656436483786,1,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,44,60,0.20516457200888372,0.19493852798532943,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,44,80,0.16639438766680062,0.1878233961862376,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,44,100,0.16832552928498937,0.1872847001785163,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,45,20,0.21143279449120703,0.19487278497543137,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,45,40,0.2126967937109958,0.19943656436483786,1,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,45,60,0.17329957495474796,0.19493852798532943,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,45,80,0.17914124444612778,0.1878233961862376,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,45,100,0.17380517959883363,0.1872847001785163,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,46,20,0.21370446363655504,0.19487278497543137,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,46,40,0.2130137119469052,0.19943656436483786,1,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,46,60,0.21526556016942583,0.19493852798532943,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,46,80,0.22069883254151304,0.1878233961862376,0,412,263
LSTM,stockpile,attack_flow,ctid,0.0003,46,100,0.2097527109133154,0.1872847001785163,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,42,20,0.20887716446179586,0.1956216489801801,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,42,40,0.19369307887250153,0.17397064161134906,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,42,60,0.18211818098334182,0.15072808130711463,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,42,80,0.1546838169597881,0.13640089831423946,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,42,100,0.16280641227163567,0.13544120277145727,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,43,20,0.2209822207736271,0.1956216489801801,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,43,40,0.2072934282335066,0.17397064161134906,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,43,60,0.17478062647615958,0.15072808130711463,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,43,80,0.16655143015374063,0.13640089831423946,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,43,100,0.1640158151254661,0.13544120277145727,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,44,20,0.18372759230494456,0.1956216489801801,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,44,40,0.18408997843046965,0.17397064161134906,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,44,60,0.15444324536216622,0.15072808130711463,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,44,80,0.15840761892664285,0.13640089831423946,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,44,100,0.14885239873381303,0.13544120277145727,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,45,20,0.219899214595327,0.1956216489801801,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,45,40,0.20447484690527507,0.17397064161134906,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,45,60,0.19090543775029323,0.15072808130711463,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,45,80,0.15987984083948237,0.13640089831423946,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,45,100,0.17197576892351285,0.13544120277145727,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,46,20,0.21589714562724005,0.1956216489801801,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,46,40,0.20456310531709665,0.17397064161134906,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,46,60,0.1707331144616302,0.15072808130711463,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,46,80,0.1630495321799151,0.13640089831423946,0,412,263
LSTM,stockpile,attack_flow,ctid,0.001,46,100,0.1642082625896692,0.13544120277145727,0,412,263
TR,attack_flow,stockpile,ctid,0.0003,42,20,0.09917808571215335,0.07747768991455548,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,42,40,0.1256844658345442,0.09338534008015506,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,42,60,0.11604164692295271,0.08921149305668373,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,42,80,0.10622175987469415,0.09478691194792181,1,109,263
TR,attack_flow,stockpile,ctid,0.0003,42,100,0.09971912774986294,0.08934295704797778,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,43,20,0.1014246139060793,0.07747768991455548,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,43,40,0.13344961359140367,0.09338534008015506,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,43,60,0.13038100084330834,0.08921149305668373,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,43,80,0.11935467327217471,0.09478691194792181,1,109,263
TR,attack_flow,stockpile,ctid,0.0003,43,100,0.09884616815637853,0.08934295704797778,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,44,20,0.08511335173455832,0.07747768991455548,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,44,40,0.11984767916979863,0.09338534008015506,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,44,60,0.11967861145798486,0.08921149305668373,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,44,80,0.12172418984268588,0.09478691194792181,1,109,263
TR,attack_flow,stockpile,ctid,0.0003,44,100,0.11636150726051782,0.08934295704797778,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,45,20,0.0805783294868005,0.07747768991455548,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,45,40,0.128836889660704,0.09338534008015506,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,45,60,0.12985226776069878,0.08921149305668373,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,45,80,0.11696092093147543,0.09478691194792181,1,109,263
TR,attack_flow,stockpile,ctid,0.0003,45,100,0.11709812297141191,0.08934295704797778,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,46,20,0.09823352511529025,0.07747768991455548,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,46,40,0.12727228470736934,0.09338534008015506,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,46,60,0.11371516996104407,0.08921149305668373,0,109,263
TR,attack_flow,stockpile,ctid,0.0003,46,80,0.09819824875089357,0.09478691194792181,1,109,263
TR,attack_flow,stockpile,ctid,0.0003,46,100,0.10126932959912735,0.08934295704797778,0,109,263
TR,attack_flow,stockpile,ctid,0.001,42,20,0.10832416197733441,0.09146298637862069,0,109,263
TR,attack_flow,stockpile,ctid,0.001,42,40,0.11139804216045308,0.0929934224849435,0,109,263
TR,attack_flow,stockpile,ctid,0.001,42,60,0.07529456268984781,0.08083159700533064,0,109,263
TR,attack_flow,stockpile,ctid,0.001,42,80,0.06887251921420615,0.07813139256475783,0,109,263
TR,attack_flow,stockpile,ctid,0.001,42,100,0.07170396240365853,0.08094117957156954,0,109,263
TR,attack_flow,stockpile,ctid,0.001,43,20,0.1342782873889992,0.09146298637862069,0,109,263
TR,attack_flow,stockpile,ctid,0.001,43,40,0.09416451950817714,0.0929934224849435,0,109,263
TR,attack_flow,stockpile,ctid,0.001,43,60,0.09562740702866127,0.08083159700533064,0,109,263
TR,attack_flow,stockpile,ctid,0.001,43,80,0.1028019206211795,0.07813139256475783,0,109,263
TR,attack_flow,stockpile,ctid,0.001,43,100,0.10032085377889077,0.08094117957156954,0,109,263
TR,attack_flow,stockpile,ctid,0.001,44,20,0.13180707437015954,0.09146298637862069,0,109,263
TR,attack_flow,stockpile,ctid,0.001,44,40,0.11816400150248223,0.0929934224849435,0,109,263
TR,attack_flow,stockpile,ctid,0.001,44,60,0.09457578543140797,0.08083159700533064,0,109,263
TR,attack_flow,stockpile,ctid,0.001,44,80,0.09781553110296111,0.07813139256475783,0,109,263
TR,attack_flow,stockpile,ctid,0.001,44,100,0.10485498383932143,0.08094117957156954,0,109,263
TR,attack_flow,stockpile,ctid,0.001,45,20,0.1403742230592487,0.09146298637862069,0,109,263
TR,attack_flow,stockpile,ctid,0.001,45,40,0.11962798100636682,0.0929934224849435,0,109,263
TR,attack_flow,stockpile,ctid,0.001,45,60,0.10416215906910846,0.08083159700533064,0,109,263
TR,attack_flow,stockpile,ctid,0.001,45,80,0.10949368099345669,0.07813139256475783,0,109,263
TR,attack_flow,stockpile,ctid,0.001,45,100,0.10124973383819628,0.08094117957156954,0,109,263
TR,attack_flow,stockpile,ctid,0.001,46,20,0.12978203904908042,0.09146298637862069,0,109,263
TR,attack_flow,stockpile,ctid,0.001,46,40,0.09806091058790076,0.0929934224849435,0,109,263
TR,attack_flow,stockpile,ctid,0.001,46,60,0.08831109219028987,0.08083159700533064,0,109,263
TR,attack_flow,stockpile,ctid,0.001,46,80,0.07310663951097564,0.07813139256475783,0,109,263
TR,attack_flow,stockpile,ctid,0.001,46,100,0.08733197573550713,0.08094117957156954,0,109,263
TR,attack_flow,ctid,stockpile,0.0003,42,20,0.06147700085246016,0.07747768991455548,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,42,40,0.060945175663044526,0.09338534008015506,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,42,60,0.04392470189106163,0.08921149305668373,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,42,80,0.08329251955474568,0.09478691194792181,1,263,109
TR,attack_flow,ctid,stockpile,0.0003,42,100,0.0709253640860322,0.08934295704797778,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,43,20,0.058990867096308096,0.07747768991455548,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,43,40,0.06778770783770438,0.09338534008015506,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,43,60,0.05424775389184924,0.08921149305668373,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,43,80,0.08350239385847337,0.09478691194792181,1,263,109
TR,attack_flow,ctid,stockpile,0.0003,43,100,0.08172211453896668,0.08934295704797778,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,44,20,0.06484669144655475,0.07747768991455548,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,44,40,0.06029780263522232,0.09338534008015506,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,44,60,0.06723383822729387,0.08921149305668373,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,44,80,0.06635565555057647,0.09478691194792181,1,263,109
TR,attack_flow,ctid,stockpile,0.0003,44,100,0.07044403949221567,0.08934295704797778,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,45,20,0.06440800041888968,0.07747768991455548,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,45,40,0.06625754712586975,0.09338534008015506,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,45,60,0.0649992936264061,0.08921149305668373,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,45,80,0.06834085565027273,0.09478691194792181,1,263,109
TR,attack_flow,ctid,stockpile,0.0003,45,100,0.05705101735803186,0.08934295704797778,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,46,20,0.060526433376460395,0.07747768991455548,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,46,40,0.04347423457588983,0.09338534008015506,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,46,60,0.05204064598423777,0.08921149305668373,0,263,109
TR,attack_flow,ctid,stockpile,0.0003,46,80,0.08391790219322617,0.09478691194792181,1,263,109
TR,attack_flow,ctid,stockpile,0.0003,46,100,0.07999277926723287,0.08934295704797778,0,263,109
TR,attack_flow,ctid,stockpile,0.001,42,20,0.05966105045953411,0.09146298637862069,0,263,109
TR,attack_flow,ctid,stockpile,0.001,42,40,0.08592226531062082,0.0929934224849435,0,263,109
TR,attack_flow,ctid,stockpile,0.001,42,60,0.06750139105038191,0.08083159700533064,0,263,109
TR,attack_flow,ctid,stockpile,0.001,42,80,0.07508011216779241,0.07813139256475783,0,263,109
TR,attack_flow,ctid,stockpile,0.001,42,100,0.07289858357324568,0.08094117957156954,0,263,109
TR,attack_flow,ctid,stockpile,0.001,43,20,0.04457716069010434,0.09146298637862069,0,263,109
TR,attack_flow,ctid,stockpile,0.001,43,40,0.08203662826574612,0.0929934224849435,0,263,109
TR,attack_flow,ctid,stockpile,0.001,43,60,0.08278255121137656,0.08083159700533064,0,263,109
TR,attack_flow,ctid,stockpile,0.001,43,80,0.0803943697098662,0.07813139256475783,0,263,109
TR,attack_flow,ctid,stockpile,0.001,43,100,0.07055218570514596,0.08094117957156954,0,263,109
TR,attack_flow,ctid,stockpile,0.001,44,20,0.07030720166438824,0.09146298637862069,0,263,109
TR,attack_flow,ctid,stockpile,0.001,44,40,0.05873558334652332,0.0929934224849435,0,263,109
TR,attack_flow,ctid,stockpile,0.001,44,60,0.05992754410593245,0.08083159700533064,0,263,109
TR,attack_flow,ctid,stockpile,0.001,44,80,0.059754215784803416,0.07813139256475783,0,263,109
TR,attack_flow,ctid,stockpile,0.001,44,100,0.059093154239907054,0.08094117957156954,0,263,109
TR,attack_flow,ctid,stockpile,0.001,45,20,0.06624885497898061,0.09146298637862069,0,263,109
TR,attack_flow,ctid,stockpile,0.001,45,40,0.06871713656912615,0.0929934224849435,0,263,109
TR,attack_flow,ctid,stockpile,0.001,45,60,0.049422946406795246,0.08083159700533064,0,263,109
TR,attack_flow,ctid,stockpile,0.001,45,80,0.06852829783800517,0.07813139256475783,0,263,109
TR,attack_flow,ctid,stockpile,0.001,45,100,0.06739777455151928,0.08094117957156954,0,263,109
TR,attack_flow,ctid,stockpile,0.001,46,20,0.02926981014837721,0.09146298637862069,0,263,109
TR,attack_flow,ctid,stockpile,0.001,46,40,0.09310715659203854,0.0929934224849435,0,263,109
TR,attack_flow,ctid,stockpile,0.001,46,60,0.09071053086950494,0.08083159700533064,0,263,109
TR,attack_flow,ctid,stockpile,0.001,46,80,0.04546663870433196,0.07813139256475783,0,263,109
TR,attack_flow,ctid,stockpile,0.001,46,100,0.07400858805030328,0.08094117957156954,0,263,109
TR,ctid,stockpile,attack_flow,0.0003,42,20,0.05499661967286697,0.05589915317745786,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,42,40,0.06573500949065525,0.061313761587545625,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,42,60,0.06277529890411769,0.06096183844410077,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,42,80,0.05823989964676483,0.05995286550488906,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,42,100,0.05757218418246041,0.0620557734549372,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,43,20,0.060624217885046315,0.05589915317745786,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,43,40,0.06350468385935035,0.061313761587545625,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,43,60,0.06586079276174034,0.06096183844410077,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,43,80,0.07211583728321214,0.05995286550488906,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,43,100,0.06706080478053295,0.0620557734549372,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,44,20,0.04279205444750601,0.05589915317745786,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,44,40,0.058143901564590234,0.061313761587545625,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,44,60,0.05870673112861444,0.06096183844410077,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,44,80,0.0640965178734576,0.05995286550488906,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,44,100,0.0570906797161584,0.0620557734549372,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,45,20,0.05994303439580276,0.05589915317745786,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,45,40,0.06727281488935535,0.061313761587545625,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,45,60,0.07137160048417505,0.06096183844410077,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,45,80,0.06260227319309795,0.05995286550488906,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,45,100,0.06457090393267745,0.0620557734549372,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,46,20,0.021441174777550955,0.05589915317745786,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,46,40,0.06214707886620439,0.061313761587545625,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,46,60,0.056879052323053264,0.06096183844410077,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,46,80,0.05522662823901006,0.05995286550488906,0,109,412
TR,ctid,stockpile,attack_flow,0.0003,46,100,0.05221483610928164,0.0620557734549372,0,109,412
TR,ctid,stockpile,attack_flow,0.001,42,20,0.04840415073197718,0.05864718315837843,0,109,412
TR,ctid,stockpile,attack_flow,0.001,42,40,0.06366924200857364,0.0598917190581294,0,109,412
TR,ctid,stockpile,attack_flow,0.001,42,60,0.04733900105093292,0.06522614786783915,0,109,412
TR,ctid,stockpile,attack_flow,0.001,42,80,0.053282530869618504,0.06663360248164875,0,109,412
TR,ctid,stockpile,attack_flow,0.001,42,100,0.06161393576169199,0.06805035640277098,1,109,412
TR,ctid,stockpile,attack_flow,0.001,43,20,0.06890448621300023,0.05864718315837843,0,109,412
TR,ctid,stockpile,attack_flow,0.001,43,40,0.06405550904188786,0.0598917190581294,0,109,412
TR,ctid,stockpile,attack_flow,0.001,43,60,0.06875582942556326,0.06522614786783915,0,109,412
TR,ctid,stockpile,attack_flow,0.001,43,80,0.07525424753307945,0.06663360248164875,0,109,412
TR,ctid,stockpile,attack_flow,0.001,43,100,0.07423217888383393,0.06805035640277098,1,109,412
TR,ctid,stockpile,attack_flow,0.001,44,20,0.0681957432579392,0.05864718315837843,0,109,412
TR,ctid,stockpile,attack_flow,0.001,44,40,0.0568088748482531,0.0598917190581294,0,109,412
TR,ctid,stockpile,attack_flow,0.001,44,60,0.06370121067461239,0.06522614786783915,0,109,412
TR,ctid,stockpile,attack_flow,0.001,44,80,0.069454270762158,0.06663360248164875,0,109,412
TR,ctid,stockpile,attack_flow,0.001,44,100,0.06797782699084404,0.06805035640277098,1,109,412
TR,ctid,stockpile,attack_flow,0.001,45,20,0.08186910329599971,0.05864718315837843,0,109,412
TR,ctid,stockpile,attack_flow,0.001,45,40,0.0651638148558394,0.0598917190581294,0,109,412
TR,ctid,stockpile,attack_flow,0.001,45,60,0.06676204238712269,0.06522614786783915,0,109,412
TR,ctid,stockpile,attack_flow,0.001,45,80,0.06951032234198327,0.06663360248164875,0,109,412
TR,ctid,stockpile,attack_flow,0.001,45,100,0.0664979463880562,0.06805035640277098,1,109,412
TR,ctid,stockpile,attack_flow,0.001,46,20,0.05480442766535544,0.05864718315837843,0,109,412
TR,ctid,stockpile,attack_flow,0.001,46,40,0.04830049821203827,0.0598917190581294,0,109,412
TR,ctid,stockpile,attack_flow,0.001,46,60,0.05609168547728938,0.06522614786783915,0,109,412
TR,ctid,stockpile,attack_flow,0.001,46,80,0.04788695288527013,0.06663360248164875,0,109,412
TR,ctid,stockpile,attack_flow,0.001,46,100,0.05800580666211449,0.06805035640277098,1,109,412
TR,ctid,attack_flow,stockpile,0.0003,42,20,0.06349964701263151,0.05589915317745786,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,42,40,0.053233980710729024,0.061313761587545625,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,42,60,0.04375558132781038,0.06096183844410077,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,42,80,0.04880040961140429,0.05995286550488906,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,42,100,0.055972795503344414,0.0620557734549372,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,43,20,0.06349964701263151,0.05589915317745786,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,43,40,0.059488619869463605,0.061313761587545625,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,43,60,0.030822067598638606,0.06096183844410077,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,43,80,0.034363298772667285,0.05995286550488906,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,43,100,0.04477969855422707,0.0620557734549372,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,44,20,0.06414436036172246,0.05589915317745786,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,44,40,0.07478875029613524,0.061313761587545625,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,44,60,0.0675691186351308,0.06096183844410077,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,44,80,0.05241064151736512,0.05995286550488906,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,44,100,0.06566754645233162,0.0620557734549372,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,45,20,0.06349964701263151,0.05589915317745786,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,45,40,0.05660169695940739,0.061313761587545625,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,45,60,0.10274346119212054,0.06096183844410077,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,45,80,0.09638267997103504,0.05995286550488906,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,45,100,0.10613570147307684,0.0620557734549372,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,46,20,0.06455112919618862,0.05589915317745786,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,46,40,0.05222107936956536,0.061313761587545625,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,46,60,0.04913468008560657,0.06096183844410077,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,46,80,0.055290468940876275,0.05995286550488906,0,412,109
TR,ctid,attack_flow,stockpile,0.0003,46,100,0.049492583845281275,0.0620557734549372,0,412,109
TR,ctid,attack_flow,stockpile,0.001,42,20,0.05701705496266801,0.05864718315837843,0,412,109
TR,ctid,attack_flow,stockpile,0.001,42,40,0.05973941100258614,0.0598917190581294,0,412,109
TR,ctid,attack_flow,stockpile,0.001,42,60,0.04450097775539433,0.06522614786783915,0,412,109
TR,ctid,attack_flow,stockpile,0.001,42,80,0.03401526741080552,0.06663360248164875,0,412,109
TR,ctid,attack_flow,stockpile,0.001,42,100,0.05445179929558431,0.06805035640277098,1,412,109
TR,ctid,attack_flow,stockpile,0.001,43,20,0.03138620706469671,0.05864718315837843,0,412,109
TR,ctid,attack_flow,stockpile,0.001,43,40,0.038076375667589785,0.0598917190581294,0,412,109
TR,ctid,attack_flow,stockpile,0.001,43,60,0.06024169305647512,0.06522614786783915,0,412,109
TR,ctid,attack_flow,stockpile,0.001,43,80,0.059279137053408225,0.06663360248164875,0,412,109
TR,ctid,attack_flow,stockpile,0.001,43,100,0.035808878115467055,0.06805035640277098,1,412,109
TR,ctid,attack_flow,stockpile,0.001,44,20,0.06757265545792995,0.05864718315837843,0,412,109
TR,ctid,attack_flow,stockpile,0.001,44,40,0.07892799360462911,0.0598917190581294,0,412,109
TR,ctid,attack_flow,stockpile,0.001,44,60,0.07870290911676932,0.06522614786783915,0,412,109
TR,ctid,attack_flow,stockpile,0.001,44,80,0.0998547572117922,0.06663360248164875,0,412,109
TR,ctid,attack_flow,stockpile,0.001,44,100,0.058334250064233255,0.06805035640277098,1,412,109
TR,ctid,attack_flow,stockpile,0.001,45,20,0.06118396291135476,0.05864718315837843,0,412,109
TR,ctid,attack_flow,stockpile,0.001,45,40,0.08795583444599346,0.0598917190581294,0,412,109
TR,ctid,attack_flow,stockpile,0.001,45,60,0.10599157371730915,0.06522614786783915,0,412,109
TR,ctid,attack_flow,stockpile,0.001,45,80,0.0959505997144167,0.06663360248164875,0,412,109
TR,ctid,attack_flow,stockpile,0.001,45,100,0.11241656286666357,0.06805035640277098,1,412,109
TR,ctid,attack_flow,stockpile,0.001,46,20,0.047134040022863095,0.05864718315837843,0,412,109
TR,ctid,attack_flow,stockpile,0.001,46,40,0.03621963689390327,0.0598917190581294,0,412,109
TR,ctid,attack_flow,stockpile,0.001,46,60,0.06017455601692296,0.06522614786783915,0,412,109
TR,ctid,attack_flow,stockpile,0.001,46,80,0.06184793903395544,0.06663360248164875,0,412,109
TR,ctid,attack_flow,stockpile,0.001,46,100,0.09116437899922085,0.06805035640277098,1,412,109
TR,stockpile,ctid,attack_flow,0.0003,42,20,0.19884262901789335,0.19695752234735078,1,263,412
TR,stockpile,ctid,attack_flow,0.0003,42,40,0.1947907597715227,0.18926834854174382,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,42,60,0.14870341572242624,0.14692554149899917,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,42,80,0.1270221103775249,0.1239225940444223,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,42,100,0.12320961241216322,0.1132018573984227,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,43,20,0.1947618511798986,0.19695752234735078,1,263,412
TR,stockpile,ctid,attack_flow,0.0003,43,40,0.1917007098718583,0.18926834854174382,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,43,60,0.15552990675897185,0.14692554149899917,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,43,80,0.12787658993256937,0.1239225940444223,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,43,100,0.11846865168441918,0.1132018573984227,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,44,20,0.19309754423081743,0.19695752234735078,1,263,412
TR,stockpile,ctid,attack_flow,0.0003,44,40,0.18833688665015397,0.18926834854174382,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,44,60,0.1188001689151254,0.14692554149899917,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,44,80,0.11059580706671146,0.1239225940444223,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,44,100,0.10773050738381529,0.1132018573984227,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,45,20,0.1938373168812509,0.19695752234735078,1,263,412
TR,stockpile,ctid,attack_flow,0.0003,45,40,0.19703294617195205,0.18926834854174382,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,45,60,0.14082767462724657,0.14692554149899917,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,45,80,0.10533812207904322,0.1239225940444223,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,45,100,0.08993976592690126,0.1132018573984227,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,46,20,0.19532982742010618,0.19695752234735078,1,263,412
TR,stockpile,ctid,attack_flow,0.0003,46,40,0.19114538707229098,0.18926834854174382,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,46,60,0.14434909242606914,0.14692554149899917,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,46,80,0.11858079856725584,0.1239225940444223,0,263,412
TR,stockpile,ctid,attack_flow,0.0003,46,100,0.11295572274786062,0.1132018573984227,0,263,412
TR,stockpile,ctid,attack_flow,0.001,42,20,0.1978898876782858,0.18722094153586538,0,263,412
TR,stockpile,ctid,attack_flow,0.001,42,40,0.11746556633038906,0.10954441909688387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,42,60,0.11566499134148689,0.0949448865487387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,42,80,0.10674839620856777,0.09366359373651983,0,263,412
TR,stockpile,ctid,attack_flow,0.001,42,100,0.10843692827556077,0.08775831174911379,0,263,412
TR,stockpile,ctid,attack_flow,0.001,43,20,0.1832527089734907,0.18722094153586538,0,263,412
