method,held_out_source,inner_validation_source,seed,epoch,w_h,w_s,w_t,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
HM+ST,attack_flow,stockpile,45,80,0.0,0.1,0.9,0.07242455736288117,0.08569676813643023,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.8,0.2,0.0,0.11442263120963672,0.11583945924746046,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.7,0.2,0.1,0.13016177574346363,0.11641588434987664,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.6,0.2,0.2,0.117075245438982,0.11209017602615926,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.5,0.2,0.3,0.10379864145486799,0.10020229262757234,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.4,0.2,0.4,0.10179912600586138,0.09411875733471152,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.3,0.2,0.5,0.09662537950013796,0.09235680458419629,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.2,0.2,0.6,0.0876550390759261,0.08844033078474083,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.2,0.7,0.08876165793434085,0.09018357941374437,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.2,0.8,0.07489035231667268,0.0887179591081469,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.7,0.3,0.0,0.10846768280393665,0.11269337369403336,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.6,0.3,0.1,0.11103152113563522,0.11026357060688749,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.5,0.3,0.2,0.10764989020274157,0.10616060586601676,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.4,0.3,0.3,0.1028717069432518,0.10262949311210068,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.3,0.3,0.4,0.09242683963205327,0.09438165301067529,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.2,0.3,0.5,0.09127259506090965,0.0917191984826721,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.3,0.6,0.08280188661911898,0.09010056224031322,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.3,0.7,0.07462046487911814,0.08784475168429393,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.6,0.4,0.0,0.10847096978292452,0.11162559528298004,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.5,0.4,0.1,0.1098226148373617,0.11123436037291241,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.4,0.4,0.2,0.10922036597494664,0.10531691119382454,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.3,0.4,0.3,0.09783645956224306,0.10415620350831192,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.2,0.4,0.4,0.09133193785363265,0.09702109998129112,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.4,0.5,0.08580256275474986,0.09233683879021246,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.4,0.6,0.07484313583219661,0.09057469429094558,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.5,0.5,0.0,0.10498600510921252,0.11007846852969923,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.4,0.5,0.1,0.10653801197428311,0.10976412034684939,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.3,0.5,0.2,0.10133317507654949,0.10695684350621368,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.2,0.5,0.3,0.09173086241196647,0.1037126731933224,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.5,0.4,0.0877580986989815,0.09970148356644454,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.5,0.5,0.0753885547217099,0.09396714891607891,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.4,0.6,0.0,0.09382003128258531,0.10761383980093979,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.3,0.6,0.1,0.10075733414554765,0.10753181017113908,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.2,0.6,0.2,0.07004908840781986,0.1034579997913669,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.6,0.3,0.06778607237765856,0.10057976897817844,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.6,0.4,0.07937020632302472,0.09976386199446688,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.3,0.7,0.0,0.07142880943751043,0.09867622969138838,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.2,0.7,0.1,0.07431622797458969,0.09850418995866156,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.7,0.2,0.06976282256627718,0.095029328380163,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.7,0.3,0.07408446494696726,0.09929563833706273,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.2,0.8,0.0,0.06794235173482198,0.09812347261027296,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.8,0.1,0.06679337013867112,0.09696905463705574,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.8,0.2,0.06881114665313316,0.09550988210845313,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.1,0.9,0.0,0.0667679627232102,0.09980604491264788,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,0.9,0.1,0.062393245584331014,0.09724631114537427,0,263,109
HM+ST,attack_flow,stockpile,45,80,0.0,1.0,0.0,0.06040732413919746,0.1009233139126117,0,263,109
HM+ST,attack_flow,stockpile,46,100,1.0,0.0,0.0,0.16107131525788845,0.12909526090771803,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.9,0.0,0.1,0.14023077532571826,0.11509643374842748,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.8,0.0,0.2,0.13203213165144195,0.10960567846070787,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.7,0.0,0.3,0.12617044951879586,0.10115319875389986,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.6,0.0,0.4,0.09917803915589482,0.09390493175167733,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.5,0.0,0.5,0.0957522005994816,0.09120188099446488,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.4,0.0,0.6,0.08950391800353413,0.08901661566646062,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.0,0.7,0.08337225368078094,0.08630116514142908,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.0,0.8,0.08271192452319412,0.08512694015056109,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.0,0.9,0.07389748714337682,0.07801023615236924,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.0,1.0,0.04651105439547272,0.05119451025884521,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.9,0.1,0.0,0.14390887143962797,0.11917655819814574,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.8,0.1,0.1,0.1432254717409389,0.11799598809894052,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.7,0.1,0.2,0.13288027232092567,0.11416518315414648,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.6,0.1,0.3,0.10749971816711835,0.10034232915282588,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.5,0.1,0.4,0.09945795711578026,0.09557004669012578,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.4,0.1,0.5,0.09145050441669768,0.09066433917444915,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.1,0.6,0.08889878234712707,0.0897992472370703,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.1,0.7,0.08634762183797887,0.08894704376819179,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.1,0.8,0.0830402876494974,0.08577391139326328,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.1,0.9,0.06832152828840973,0.08494787415361102,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.8,0.2,0.0,0.14051553689083507,0.11950173139179857,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.7,0.2,0.1,0.13961477751031434,0.11876505647555605,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.6,0.2,0.2,0.13406714554103175,0.1129766141247828,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.5,0.2,0.3,0.10626765912080599,0.10280075481295407,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.4,0.2,0.4,0.09996310327725227,0.09596169077491844,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.2,0.5,0.09273473198273871,0.09357668713250936,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.2,0.6,0.08561327770059275,0.09046005909054969,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.2,0.7,0.08459715269747142,0.0898092303600631,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.2,0.8,0.06620153143298266,0.08610319945651032,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.7,0.3,0.0,0.14641492552868943,0.11932237865335268,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.6,0.3,0.1,0.13370375213711128,0.11750825083133756,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.5,0.3,0.2,0.12741194484866883,0.11181694844834558,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.4,0.3,0.3,0.11112355147851559,0.10789717963559724,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.3,0.4,0.0950198599749372,0.09717084033719214,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.3,0.5,0.0874527678652681,0.09236411384481721,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.3,0.6,0.08387355674881167,0.09112365215072056,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.3,0.7,0.06620153143298266,0.08788698170583452,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.6,0.4,0.0,0.13702766455798082,0.11784895583676405,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.5,0.4,0.1,0.13207307508678104,0.11820418213491002,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.4,0.4,0.2,0.11799047320858695,0.11076487597319931,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.4,0.3,0.10170482414965216,0.10705898352036047,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.4,0.4,0.09497340428335577,0.09872761390578906,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.4,0.5,0.08486197835433613,0.0960371399718695,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.4,0.6,0.06987937693345206,0.09179263389206554,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.5,0.5,0.0,0.130550296689155,0.11783874043858875,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.4,0.5,0.1,0.12407171000957534,0.11777123845695721,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.5,0.2,0.10435411861170786,0.11030296876639671,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.5,0.3,0.09907681178881458,0.10842153333964547,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.5,0.4,0.08878776537062108,0.10408789321651819,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.5,0.5,0.08045274842079955,0.09761907134247298,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.4,0.6,0.0,0.11955941065103814,0.1124335243407846,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.6,0.1,0.11775905806951066,0.11182999381849945,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.6,0.2,0.1022856363335069,0.11002373547525605,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.6,0.3,0.09776295711830668,0.10714982088701068,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.6,0.4,0.08409189173802947,0.10361408469179681,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.3,0.7,0.0,0.07380502940131951,0.10675515152230106,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.7,0.1,0.07618815556915672,0.10221827708169433,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.7,0.2,0.07552400486154154,0.1017178947057106,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.7,0.3,0.08267154029714162,0.10691180429826978,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.2,0.8,0.0,0.07070238986445469,0.10541064309925996,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.8,0.1,0.0757941956845442,0.10270158951058625,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.8,0.2,0.0711685211622944,0.10420946093274261,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.1,0.9,0.0,0.07029252127970703,0.10756346016516563,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,0.9,0.1,0.0670447735053955,0.10307957697637468,0,263,109
HM+ST,attack_flow,stockpile,46,100,0.0,1.0,0.0,0.06611443714287837,0.10499041443912278,0,263,109
HM+ST,attack_flow,stockpile,46,20,1.0,0.0,0.0,0.16107131525788845,0.12909526090771803,1,263,109
HM+ST,attack_flow,stockpile,46,20,0.9,0.0,0.1,0.14023077532571826,0.11509643374842748,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.8,0.0,0.2,0.13203213165144195,0.10960567846070787,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.7,0.0,0.3,0.12617044951879586,0.10115319875389986,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.6,0.0,0.4,0.09917803915589482,0.09390493175167733,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.5,0.0,0.5,0.0957522005994816,0.09120188099446488,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.4,0.0,0.6,0.08950391800353413,0.08901661566646062,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.0,0.7,0.08337225368078094,0.08630116514142908,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.0,0.8,0.08271192452319412,0.08512694015056109,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.0,0.9,0.07389748714337682,0.07801023615236924,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.0,1.0,0.04651105439547272,0.05119451025884521,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.9,0.1,0.0,0.14139940461397582,0.11534710805836265,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.8,0.1,0.1,0.14048121290546747,0.11395010759492978,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.7,0.1,0.2,0.13798051950592477,0.10818184105421476,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.6,0.1,0.3,0.10427446013295429,0.0966445609869179,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.5,0.1,0.4,0.09766601129559807,0.09422345912275494,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.4,0.1,0.5,0.08657264651706145,0.08787719438012578,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.1,0.6,0.08604465563744747,0.08550765009865713,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.1,0.7,0.07963662051510635,0.08552159400874461,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.1,0.8,0.07911816010758889,0.08466175870169754,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.1,0.9,0.09211395978744392,0.08536963989828626,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.8,0.2,0.0,0.14175702828287243,0.11247259736143349,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.7,0.2,0.1,0.14143448590562063,0.10933718100887029,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.6,0.2,0.2,0.12321769886752211,0.10442647595122703,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.5,0.2,0.3,0.10564695035656718,0.09664260094450094,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.4,0.2,0.4,0.09524508921417316,0.0915368398044912,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.2,0.5,0.0745926822813431,0.08659920015112132,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.2,0.6,0.0713256889869762,0.08371686471386033,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.2,0.7,0.08009095477291878,0.08453201388073571,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.2,0.8,0.09842711367613864,0.08850708127971832,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.7,0.3,0.0,0.13773656621662292,0.10837239173017973,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.6,0.3,0.1,0.1357592967993487,0.10549263838926885,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.5,0.3,0.2,0.08995019795885623,0.09706662619634103,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.4,0.3,0.3,0.08150230149125323,0.09268188648677504,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.3,0.4,0.07467336132333581,0.0905471530592842,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.3,0.5,0.07235271976783128,0.08671474463099335,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.3,0.6,0.08933826876533975,0.08612646895999326,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.3,0.7,0.0912178825429205,0.08829915082001032,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.6,0.4,0.0,0.11543413042513978,0.09994928732413949,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.5,0.4,0.1,0.09177246159990811,0.09710075549407526,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.4,0.4,0.2,0.07783125514400452,0.09588419989021045,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.4,0.3,0.0777032066304748,0.09232533960626933,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.4,0.4,0.07343718856144468,0.08719000633789599,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.4,0.5,0.084744388647704,0.08433795673661301,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.4,0.6,0.09022678117437961,0.08882362011314755,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.5,0.5,0.0,0.07273357133880382,0.08819575163873514,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.4,0.5,0.1,0.06518805709688581,0.08885457806342408,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.5,0.2,0.08003644330211467,0.0937502011242093,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.5,0.3,0.07232397070334597,0.09028349188830039,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.5,0.4,0.05899262126558359,0.07907911949816435,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.5,0.5,0.08329190049568931,0.08798283705340955,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.4,0.6,0.0,0.06713364425347923,0.0911491621679181,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.6,0.1,0.0667395190115344,0.08941647254242169,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.6,0.2,0.05508943733170968,0.08435646018317342,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.6,0.3,0.04008444257057807,0.08100816698584606,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.6,0.4,0.07557772948539203,0.08870377384588432,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.3,0.7,0.0,0.07769675167287879,0.09496398511186688,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.7,0.1,0.05132400089004479,0.08813884411642482,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.7,0.2,0.04061610573693261,0.08760851168503506,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.7,0.3,0.06617644404635925,0.09015061844423274,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.2,0.8,0.0,0.07691964644409574,0.09365981128702702,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.8,0.1,0.05815402477487024,0.08805314963200647,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.8,0.2,0.042263311481433904,0.08663119187636528,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.1,0.9,0.0,0.06560352370891341,0.09126296822894123,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,0.9,0.1,0.0390037385598272,0.08633744929350531,0,263,109
HM+ST,attack_flow,stockpile,46,20,0.0,1.0,0.0,0.0587533850136598,0.09340009972249218,0,263,109
HM+ST,attack_flow,stockpile,46,40,1.0,0.0,0.0,0.16107131525788845,0.12909526090771803,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.9,0.0,0.1,0.14023077532571826,0.11509643374842748,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.8,0.0,0.2,0.13203213165144195,0.10960567846070787,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.7,0.0,0.3,0.12617044951879586,0.10115319875389986,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.6,0.0,0.4,0.09917803915589482,0.09390493175167733,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.5,0.0,0.5,0.0957522005994816,0.09120188099446488,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.4,0.0,0.6,0.08950391800353413,0.08901661566646062,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.0,0.7,0.08337225368078094,0.08630116514142908,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.0,0.8,0.08271192452319412,0.08512694015056109,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.0,0.9,0.07389748714337682,0.07801023615236924,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.0,1.0,0.04651105439547272,0.05119451025884521,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.9,0.1,0.0,0.1346294160244795,0.11634609433431713,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.8,0.1,0.1,0.14076452621697655,0.11525613180148189,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.7,0.1,0.2,0.13244035072016822,0.11008071047802201,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.6,0.1,0.3,0.10377274371535658,0.09759759179589508,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.5,0.1,0.4,0.09847365244094668,0.09498373437054086,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.4,0.1,0.5,0.08555308418006809,0.08931843516236926,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.1,0.6,0.0836201481092324,0.08635828294931273,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.1,0.7,0.07729845871267924,0.0855511927280849,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.1,0.8,0.08231883687832545,0.08774465911310717,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.1,0.9,0.10785548192660352,0.09353832625321387,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.8,0.2,0.0,0.14186566461127328,0.11597439819251001,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.7,0.2,0.1,0.13522646015142414,0.11356540165727742,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.6,0.2,0.2,0.12692961692683016,0.1064265414655162,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.5,0.2,0.3,0.10573436415083225,0.09855379489784907,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.4,0.2,0.4,0.0921676044634172,0.09217394885698157,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.2,0.5,0.08622172819746804,0.08880929771640514,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.2,0.6,0.07548537057992363,0.08779067993074002,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.2,0.7,0.07828283520589224,0.08733090578867744,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.2,0.8,0.10752158933169642,0.09682593934466589,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.7,0.3,0.0,0.14147674193594106,0.11473086636400083,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.6,0.3,0.1,0.12994864293491362,0.10962166994525088,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.5,0.3,0.2,0.10099595077467942,0.1004042540660881,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.4,0.3,0.3,0.0980586542439129,0.0982923201455139,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.3,0.4,0.08349713548208494,0.09344222485423102,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.3,0.5,0.07781028382910204,0.08827206097615606,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.3,0.6,0.07630427262238945,0.08596627978409488,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.3,0.7,0.10922243595306531,0.09621225716315158,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.6,0.4,0.0,0.11968171218281379,0.10576282106911009,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.5,0.4,0.1,0.12058718660443433,0.10314843907176086,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.4,0.4,0.2,0.08847301373343734,0.10067336337822355,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.4,0.3,0.08834865404016513,0.09757344898027877,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.4,0.4,0.07546256391393735,0.09088504960899234,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.4,0.5,0.07875174484725046,0.08874621902765725,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.4,0.6,0.10753709352389927,0.09589638468428005,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.5,0.5,0.0,0.11214041519344811,0.10014930579417751,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.4,0.5,0.1,0.09076029382762707,0.09925042588520964,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.5,0.2,0.0815982554725095,0.09924699225107828,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.5,0.3,0.07797589165865405,0.09599865836560892,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.5,0.4,0.07955121552180337,0.09075906987244003,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.5,0.5,0.10016438698992285,0.09419183361802705,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.4,0.6,0.0,0.09221729405855453,0.09460459431376436,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.6,0.1,0.06043825087400359,0.08847469838357438,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.6,0.2,0.05962730613357948,0.0864227153580426,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.6,0.3,0.0582481068113832,0.08642626790662242,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.6,0.4,0.10083138957250223,0.09832913555043159,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.3,0.7,0.0,0.07304405344349936,0.09526557985010313,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.7,0.1,0.06302543487373352,0.09088447691910988,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.7,0.2,0.05670231377752774,0.08558850023118997,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.7,0.3,0.08430004490351432,0.09498004415041564,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.2,0.8,0.0,0.061040166496763255,0.09288745420161201,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.8,0.1,0.0608352134769867,0.09118550165237517,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.8,0.2,0.060683607496639494,0.09133421848513062,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.1,0.9,0.0,0.06551850550760534,0.09394938442326677,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,0.9,0.1,0.05197630339443932,0.09332834869576995,0,263,109
HM+ST,attack_flow,stockpile,46,40,0.0,1.0,0.0,0.05799252360334416,0.0960989589544065,0,263,109
